Target,Right Motor,Left Motor,Time (ms)
50,49.84,51.48,1.003
50,50.28,50.57,1.004
50,50.04,50.24,1.005
50,50,50.85,1.006
50,50.4,50.53,1.007
50,50.08,50.16,1.008
50,49.6,50.73,1.009
50,49.84,51.31,1.01
50,50.2,50.48,1.011
50,49.96,50.2,1.012
50,49.96,50.69,1.013
50,50.48,50.44,1.014
50,50.12,50.04,1.015
50,49.68,50.65,1.016
50,50,51.27,1.017
50,50.2,50.4,1.018
50,50,50.53,1.019
50,49.92,50.61,1.02
50,50.36,50.44,1.021
50,50.08,50.08,1.022
50,49.68,50.57,1.023
50,50,51.36,1.024
50,50.2,50.04,1.025
50,50.12,50.53,1.026
50,50,50.65,1.027
50,50.4,50.4,1.028
50,50.08,50.08,1.029
50,49.56,50.61,1.03
50,49.92,51.36,1.031
50,50.2,50,1.032
50,50.04,50.53,1.033
50,49.88,50.69,1.034
50,50.57,50.4,1.035
50,50.12,50.16,1.036
50,49.64,50.53,1.037
50,50.57,50.4,1.038
50,50.24,49.96,1.039
50,50.04,50.53,1.04
50,50,50.61,1.041
50,50.44,50.36,1.042
50,50.12,50.12,1.043
50,49.56,50.61,1.044
50,50.48,50.53,1.045
50,50.24,50.04,1.046
50,49.92,50.53,1.047
50,49.92,51.31,1.048
50,50.4,50.44,1.049
50,50.12,50.08,1.05
50,49.64,50.65,1.051
50,50.4,50.36,1.052
50,50.2,49.96,1.053
50,50,50.57,1.054
50,49.92,51.31,1.055
50,50.32,50.36,1.056
50,50.04,50.08,1.057
50,49.6,50.69,1.058
50,50.44,50.4,1.059
50,50.12,49.96,1.06
50,50,50.65,1.061
50,50,51.27,1.062
50,50.36,50.4,1.063
50,50.08,50.57,1.064
50,49.56,50.61,1.065
50,50.4,50.36,1.066
50,50.2,50,1.067
50,50,50.61,1.068
50,49.84,51.31,1.069
50,50.44,50.4,1.07
50,50.04,50.53,1.071
50,49.56,50.48,1.072
50,50.44,50.4,1.073
50,50.24,50.04,1.074
50,49.92,50.61,1.075
50,49.96,51.27,1.076
50,50.53,49.96,1.077
50,50.12,50.48,1.078
50,49.68,50.65,1.079
50,50.53,50.32,1.08
50,50.28,50.08,1.081
50,50.08,50.57,1.082
50,50.04,51.23,1.083
50,50.44,49.96,1.084
50,50.12,50.53,1.085
50,49.68,50.61,1.086
50,50.48,50.36,1.087
50,50.2,50.12,1.088
50,50.04,50.57,1.089
50,50,50.36,1.09
50,50.48,49.96,1.091
50,50.08,50.53,1.092
50,49.64,51.4,1.093
50,50.44,50.4,1.094
50,50.2,50.08,1.095
50,50.08,50.61,1.096
50,49.96,50.32,1.097
50,50.57,49.92,1.098
50,50.28,50.48,1.099
50,50.04,51.23,1.1
50,50.53,50.24,1.101
50,50.32,49.92,1.102
50,50.08,50.53,1.103
50,50,50.24,1.104
50,50.57,49.84,1.105
0,50.28,50.4,1.106
0,49.56,50.77,1.107
0,48.15,47.97,1.108
0,45.82,45.82,1.109
0,43.34,44.64,1.11
0,41.83,43.65,1.111
0,39.71,41.09,1.112
0,37.27,40.06,1.113
0,36.19,38.84,1.114
0,33.84,37.22,1.115
0,32.5,36.87,1.116
0,30.59,34.47,1.117
0,29.86,33.39,1.118
0,28.79,32.13,1.119
0,27.69,31.44,1.12
0,25.58,30.64,1.121
0,24.39,28.9,1.122
0,23.73,28.14,1.123
0,22.93,27.16,1.124
0,22.24,26.52,1.125
0,21.44,25.9,1.126
0,21.44,25.16,1.127
0,20.52,24.11,1.128
0,19.7,22.89,1.129
0,18.76,22.18,1.13
0,17.81,22.18,1.131
0,17.25,21.37,1.132
0,17.25,20.72,1.133
0,16.5,20.18,1.134
0,15.93,19.45,1.135
0,15.93,18.86,1.136
0,15.21,18.45,1.137
0,14.48,18.45,1.138
0,14.48,17.46,1.139
0,13.83,16.84,1.14
0,13.83,16.08,1.141
0,13.16,16.08,1.142
0,13.16,15.54,1.143
0,12.43,15.09,1.144
0,11.97,15.09,1.145
0,11.97,14.46,1.146
0,11.38,14.46,1.147
0,11.38,13.94,1.148
0,11,13.52,1.149
0,11,13.52,1.15
0,11,12.7,1.151
0,10.46,12.7,1.152
0,10.46,12.21,1.153
0,9.83,12.21,1.154
0,9.83,11.57,1.155
0,9.36,11.57,1.156
0,9.36,11.04,1.157
0,9.36,11.04,1.158
0,8.83,10.6,1.159
0,8.83,10.6,1.16
0,8.83,10.6,1.161
0,8.18,9.99,1.162
0,8.18,9.99,1.163
0,8.18,9.53,1.164
0,7.82,9.53,1.165
0,7.82,9.53,1.166
0,7.82,9.06,1.167
0,7.22,9.06,1.168
0,7.22,9.06,1.169
0,7.22,8.29,1.17
0,7.22,8.29,1.171
0,6.78,8.29,1.172
0,6.78,7.81,1.173
0,6.78,7.81,1.174
0,6.78,7.81,1.175
0,6.29,7.1,1.176
0,6.29,7.1,1.177
0,6.29,7.1,1.178
0,6.29,7.1,1.179
0,5.68,6.53,1.18
0,5.68,6.53,1.181
0,5.68,6.53,1.182
0,5.68,6.53,1.183
0,5.68,5.98,1.184
0,5.32,5.98,1.185
0,5.32,5.98,1.186
0,5.32,5.98,1.187
0,5.32,5.98,1.188
0,5.32,5.32,1.189
0,4.89,5.32,1.19
0,4.89,5.32,1.191
0,4.89,5.32,1.192
0,4.89,5.01,1.193
0,4.89,5.01,1.194
0,4.43,5.01,1.195
0,4.43,5.01,1.196
0,4.43,5.01,1.197
0,4.43,5.01,1.198
0,4.43,4.49,1.199
0,4.43,4.49,1.2
0,4.38,4.49,1.201
0,4.38,4.49,1.202
0,4.38,4.49,1.203
0,4.38,4.49,1.204
0,4.38,3.82,1.205
0,4.38,3.82,1.206
0,3.97,3.82,1.207
0,3.97,3.82,1.208
0,3.97,3.82,1.209
0,3.97,3.82,1.21
0,3.97,3.82,1.211
0,3.97,3.73,1.212
0,3.82,3.73,1.213
0,3.82,3.73,1.214
0,3.82,3.73,1.215
0,3.82,3.73,1.216
0,3.82,3.73,1.217
0,3.82,3.73,1.218
0,3.85,3.31,1.219
0,3.85,3.31,1.22
0,3.85,3.31,1.221
0,3.85,3.31,1.222
0,3.85,3.31,1.223
0,3.85,3.31,1.224
0,3.85,3.31,1.225
0,3.56,3.31,1.226
0,3.56,3.03,1.227
0,3.56,3.03,1.228
0,3.56,3.03,1.229
0,3.56,3.03,1.23
0,3.56,3.03,1.231
0,3.56,3.03,1.232
0,3.66,3.03,1.233
0,3.66,3.03,1.234
0,3.66,3.03,1.235
0,3.66,2.72,1.236
0,3.66,2.72,1.237
0,3.66,2.72,1.238
0,3.66,2.72,1.239
0,3.53,2.72,1.24
0,3.53,2.72,1.241
0,3.53,2.72,1.242
0,3.53,2.72,1.243
0,3.53,2.72,1.244
0,3.53,2.72,1.245
0,3.53,2.72,1.246
0,3.26,2.19,1.247
0,3.26,2.19,1.248
0,3.26,2.19,1.249
0,3.26,2.19,1.25
0,3.26,2.19,1.251
0,3.26,2.19,1.252
0,3.26,2.19,1.253
0,3.37,2.19,1.254
0,3.37,2.19,1.255
0,3.37,2.19,1.256
0,3.37,2.48,1.257
0,3.37,2.48,1.258
0,3.37,2.48,1.259
0,3.37,2.48,1.26
0,3.37,2.48,1.261
0,3.01,2.48,1.262
0,3.01,2.48,1.263
0,3.01,2.48,1.264
0,3.01,2.48,1.265
0,3.01,2.48,1.266
0,3.01,2.35,1.267
0,3.01,2.35,1.268
0,3.01,2.35,1.269
0,3.01,2.35,1.27
0,2.92,2.35,1.271
0,2.92,2.35,1.272
0,2.92,2.35,1.273
0,2.92,2.35,1.274
0,2.92,2.35,1.275
0,2.92,2.35,1.276
0,2.92,2.35,1.277
0,2.92,2.35,1.278
0,3.01,2.1,1.279
0,3.01,2.1,1.28
0,3.01,2.1,1.281
0,3.01,2.1,1.282
0,3.01,2.1,1.283
0,3.01,2.1,1.284
0,3.01,2.1,1.285
0,3.01,2.1,1.286
0,3.01,2.1,1.287
0,2.71,2.1,1.288
0,2.71,2.4,1.289
0,2.71,2.4,1.29
0,2.71,2.4,1.291
0,2.71,2.4,1.292
0,2.71,2.4,1.293
0,2.71,2.4,1.294
0,2.71,2.4,1.295
0,2.86,2.4,1.296
0,2.86,2.4,1.297
0,2.86,2.4,1.298
0,2.86,2.4,1.299
0,2.86,2.4,1.3
0,2.86,2.02,1.301
0,2.86,2.02,1.302
0,2.86,2.02,1.303
0,2.86,2.02,1.304
0,2.9,2.02,1.305
0,2.9,2.02,1.306
0,2.9,2.02,1.307
0,2.9,2.02,1.308
0,2.9,2.02,1.309
0,2.9,2.02,1.31
0,2.9,2.02,1.311
0,2.9,2.02,1.312
0,2.8,2.02,1.313
0,2.8,1.8,1.314
0,2.8,1.8,1.315
0,2.8,1.8,1.316
0,2.8,1.8,1.317
0,2.8,1.8,1.318
0,2.8,1.8,1.319
0,2.8,1.8,1.32
0,3.12,1.8,1.321
0,3.12,1.8,1.322
0,3.12,1.8,1.323
0,3.12,1.8,1.324
0,3.12,1.8,1.325
0,3.12,1.8,1.326
0,3.12,1.8,1.327
0,3.12,1.82,1.328
0,3.12,1.82,1.329
0,2.79,1.82,1.33
0,2.79,1.82,1.331
0,2.79,1.82,1.332
0,2.79,1.82,1.333
0,2.79,1.82,1.334
0,2.79,1.82,1.335
0,2.79,1.82,1.336
0,2.79,1.82,1.337
0,2.79,1.82,1.338
0,2.7,1.82,1.339
0,2.7,1.82,1.34
0,2.7,1.82,1.341
0,2.7,1.82,1.342
0,2.7,1.62,1.343
0,2.7,1.62,1.344
0,2.7,1.62,1.345
0,2.7,1.62,1.346
0,2.88,1.62,1.347
0,2.88,1.62,1.348
0,2.88,1.62,1.349
0,2.88,1.62,1.35
0,2.88,1.62,1.351
0,2.88,1.62,1.352
0,2.88,1.62,1.353
0,2.88,2.14,1.354
0,2.88,2.14,1.355
0,2.6,2.14,1.356
0,2.6,2.14,1.357
0,2.6,2.14,1.358
0,2.6,2.14,1.359
0,2.6,2.14,1.36
0,2.6,2.14,1.361
0,2.6,2.14,1.362
0,2.6,2.14,1.363
0,2.6,2.14,1.364
0,2.85,2.14,1.365
0,2.85,2.14,1.366
0,2.85,1.86,1.367
0,2.85,1.86,1.368
0,2.85,1.86,1.369
0,2.85,1.86,1.37
0,2.85,1.86,1.371
0,2.85,1.86,1.372
0,2.85,1.86,1.373
0,2.76,1.86,1.374
0,2.76,1.86,1.375
0,2.76,1.86,1.376
0,2.76,1.86,1.377
0,2.76,1.86,1.378
0,2.76,1.86,1.379
0,2.76,1.86,1.38
0,2.76,1.86,1.381
0,2.76,1.86,1.382
0,2.54,1.86,1.383
0,2.54,1.43,1.384
0,2.54,1.43,1.385
0,2.54,1.43,1.386
0,2.54,1.43,1.387
0,2.54,1.43,1.388
0,2.54,1.43,1.389
0,2.54,1.43,1.39
0,2.54,1.43,1.391
0,2.79,1.43,1.392
0,2.79,1.43,1.393
0,2.79,1.43,1.394
0,2.79,1.43,1.395
0,2.79,2.01,1.396
0,2.79,2.01,1.397
0,2.79,2.01,1.398
0,2.79,2.01,1.399
0,2.79,2.01,1.4
0,2.79,2.01,1.401
0,2.47,2.01,1.402
0,2.47,2.01,1.403
0,2.47,2.01,1.404
0,2.47,2.01,1.405
0,2.47,2.01,1.406
0,2.47,2.01,1.407
0,2.47,2.01,1.408
0,2.47,2.01,1.409
0,2.47,2.01,1.41
0,2.47,2.01,1.411
0,2.46,2.01,1.412
0,2.46,1.38,1.413
0,2.46,1.38,1.414
0,2.46,1.38,1.415
0,2.46,1.38,1.416
0,2.46,1.38,1.417
0,2.46,1.38,1.418
0,2.46,1.38,1.419
0,2.46,1.38,1.42
0,2.55,1.38,1.421
0,2.55,1.38,1.422
0,2.55,1.38,1.423
0,2.55,1.38,1.424
0,2.55,1.38,1.425
0,2.55,1.38,1.426
0,2.55,1.38,1.427
0,2.55,1.38,1.428
0,2.55,1.38,1.429
0,2.55,1.38,1.43
0,2.55,1.38,1.431
0,2.15,1.38,1.432
0,2.15,1.38,1.433
0,2.15,1.38,1.434
0,2.15,1.38,1.435
0,2.15,1.38,1.436
0,2.15,1.38,1.437
0,2.15,1.38,1.438
0,2.15,1.38,1.439
0,2.15,1.38,1.44
0,2.15,1.38,1.441
0,2.15,1.38,1.442
0,2.34,1.38,1.443
0,2.34,1.38,1.444
0,2.34,1.38,1.445
0,2.34,1.38,1.446
0,2.34,1.38,1.447
0,2.34,1.38,1.448
0,2.34,1.38,1.449
0,2.34,1.38,1.45
0,2.34,1.38,1.451
0,2.34,1.38,1.452
0,2.34,1.38,1.453
0,2.17,1.38,1.454
0,2.17,1.38,1.455
0,2.17,1.38,1.456
0,2.17,1.38,1.457
0,2.17,1.38,1.458
0,2.17,1.38,1.459
0,2.17,1.38,1.46
0,2.17,1.38,1.461
0,2.17,1.38,1.462
0,2.17,1.38,1.463
0,2.17,1.38,1.464
0,2.17,1.38,1.465
0,2.17,1.38,1.466
0,2.17,1.38,1.467
0,1.75,1.38,1.468
0,1.75,1.38,1.469
0,1.75,1.38,1.47
0,1.75,1.38,1.471
0,1.75,1.38,1.472
0,1.75,1.38,1.473
0,1.75,1.38,1.474
0,1.75,1.38,1.475
0,1.75,1.38,1.476
0,1.75,1.38,1.477
0,1.75,1.38,1.478
0,2.18,1.38,1.479
0,2.18,1.38,1.48
0,2.18,1.38,1.481
0,2.18,1.38,1.482
0,2.18,1.38,1.483
0,2.18,1.38,1.484
0,2.18,1.38,1.485
0,2.18,1.38,1.486
0,2.18,1.38,1.487
0,2.18,1.38,1.488
0,2.18,1.38,1.489
0,2.18,1.38,1.49
0,2.18,1.38,1.491
0,1.83,1.38,1.492
0,1.83,1.38,1.493
0,1.83,1.38,1.494
0,1.83,1.38,1.495
0,1.83,1.38,1.496
0,1.83,1.38,1.497
0,1.83,1.38,1.498
0,1.83,1.38,1.499
0,1.83,1.38,1.5
0,1.83,1.38,1.501
0,1.83,1.38,1.502
0,1.83,1.38,1.503
0,1.83,1.38,1.504
0,1.84,1.38,1.505
0,1.84,1.38,1.506
0,1.84,1.38,1.507
0,1.84,1.38,1.508
0,1.84,1.38,1.509
0,1.84,1.38,1.51
0,1.84,1.38,1.511
0,1.84,1.38,1.512
0,1.84,1.38,1.513
0,1.84,1.38,1.514
0,2.29,1.38,1.515
0,2.29,1.38,1.516
0,2.29,1.38,1.517
0,2.29,1.38,1.518
0,2.29,1.38,1.519
0,2.29,1.38,1.52
0,2.29,1.38,1.521
0,2.29,1.38,1.522
0,2.29,1.38,1.523
0,2.29,1.38,1.524
0,2.29,1.38,1.525
0,2.29,1.38,1.526
0,2.29,1.38,1.527
0,2.29,1.38,1.528
0,1.77,1.38,1.529
0,1.77,1.38,1.53
0,1.77,1.38,1.531
0,1.77,1.38,1.532
0,1.77,1.38,1.533
0,1.77,1.38,1.534
0,1.77,1.38,1.535
0,1.77,1.38,1.536
0,1.77,1.38,1.537
0,1.77,1.38,1.538
0,1.77,1.38,1.539
0,1.77,1.38,1.54
0,2.01,1.38,1.541
0,2.01,1.38,1.542
0,2.01,0.19,1.543
0,2.01,0.19,1.544
0,2.01,0.19,1.545
0,2.01,0.19,1.546
0,2.01,0.19,1.547
0,2.01,0.19,1.548
0,2.01,0.19,1.549
0,2.01,0.19,1.55
0,2.01,0.19,1.551
0,2.01,0.19,1.552
0,2.01,0.19,1.553
0,1.86,0.19,1.554
0,1.86,0.19,1.555
0,1.86,0.19,1.556
0,1.86,0.19,1.557
0,1.86,0.19,1.558
0,1.86,0.19,1.559
0,1.86,0.19,1.56
0,1.86,0.19,1.561
0,1.86,0.19,1.562
0,1.86,0.19,1.563
0,1.86,0.19,1.564
0,1.86,0.19,1.565
0,1.86,0.19,1.566
0,1.86,0.19,1.567
0,1.86,0.19,1.568
0,1.86,0.19,1.569
0,1.48,0.19,1.57
0,1.48,0.19,1.571
0,1.48,0.19,1.572
0,1.48,0.19,1.573
0,1.48,0.19,1.574
0,1.48,0.19,1.575
0,1.48,0.19,1.576
0,1.48,0.19,1.577
0,1.48,0.19,1.578
0,1.48,0.19,1.579
0,1.48,0.19,1.58
0,1.48,0.19,1.581
0,2.07,0.19,1.582
0,2.07,0.19,1.583
0,2.07,0.19,1.584
0,2.07,0.19,1.585
0,2.07,0.19,1.586
0,2.07,0.19,1.587
0,2.07,0.19,1.588
0,2.07,0.19,1.589
0,2.07,0.19,1.59
0,2.07,0.19,1.591
0,2.07,0.19,1.592
0,2.07,0.19,1.593
0,2.07,0.19,1.594
0,2.07,0.19,1.595
0,2.07,0.19,1.596
0,2.07,0.19,1.597
0,2.07,0.19,1.598
0,1.42,0.19,1.599
0,1.42,0.19,1.6
0,1.42,0.19,1.601
0,1.42,0.19,1.602
0,1.42,0.19,1.603
0,1.42,0.19,1.604
0,1.42,0.19,1.605
0,1.42,0.19,1.606
0,1.42,0.19,1.607
0,1.42,0.19,1.608
0,1.42,0.19,1.609
0,1.42,0.19,1.61
0,1.42,0.19,1.611
0,1.42,0.19,1.612
0,1.42,0.19,1.613
0,1.42,0.19,1.614
0,1.42,0.19,1.615
0,1.42,0.19,1.616
0,1.42,0.19,1.617
0,1.42,0.19,1.618
0,1.42,0.19,1.619
0,1.42,0.19,1.62
0,1.11,0.19,1.621
0,1.11,0.19,1.622
0,1.11,0.19,1.623
0,1.11,0.19,1.624
0,1.11,0.19,1.625
0,1.11,0.19,1.626
0,1.11,0.19,1.627
0,1.11,0.19,1.628
0,1.11,0.19,1.629
0,1.11,0.19,1.63
0,1.11,0.19,1.631
0,1.11,0.19,1.632
0,1.11,0.19,1.633
0,1.11,0.19,1.634
0,1.11,0.19,1.635
0,1.65,0.19,1.636
0,1.65,0.19,1.637
0,1.65,0.19,1.638
0,1.65,0.19,1.639
0,1.65,0.19,1.64
0,1.65,0.19,1.641
0,1.65,0.19,1.642
0,1.65,0.19,1.643
0,1.65,0.19,1.644
0,1.65,0.19,1.645
0,1.65,0.19,1.646
0,1.65,0.19,1.647
0,1.65,0.19,1.648
0,1.65,0.19,1.649
0,1.65,0.19,1.65
0,1.65,0.19,1.651
0,1.65,0.19,1.652
0,1.65,0.19,1.653
0,1.65,0.19,1.654
0,1.65,0.19,1.655
0,1.65,0.19,1.656
0,1.65,0.19,1.657
0,1.65,0.19,1.658
0,1.02,0.19,1.659
0,1.02,0.19,1.66
0,1.02,0.19,1.661
0,1.02,0.19,1.662
0,1.02,0.19,1.663
0,1.02,0.19,1.664
0,1.02,0.19,1.665
0,1.02,0.19,1.666
0,1.02,0.19,1.667
0,1.02,0.19,1.668
0,1.02,0.19,1.669
0,1.02,0.19,1.67
0,1.02,0.19,1.671
0,1.02,0.19,1.672
0,1.02,0.19,1.673
0,1.02,0.19,1.674
0,1.55,0.19,1.675
0,1.55,0.19,1.676
0,1.55,0.19,1.677
0,1.55,0.19,1.678
0,1.55,0.19,1.679
0,1.55,0.19,1.68
0,1.55,0.19,1.681
0,1.55,0.19,1.682
0,1.55,0.19,1.683
0,1.55,0.19,1.684
0,1.55,0.19,1.685
0,1.55,0.19,1.686
0,1.55,0.19,1.687
0,1.55,0.19,1.688
0,1.55,0.19,1.689
0,1.55,0.19,1.69
0,1.48,0.19,1.691
0,1.48,0.19,1.692
0,1.48,0.19,1.693
0,1.48,0.19,1.694
0,1.48,0.19,1.695
0,1.48,0.19,1.696
0,1.48,0.19,1.697
0,1.48,0.19,1.698
0,1.48,0.19,1.699
0,1.48,0.19,1.7
0,1.48,0.19,1.701
0,1.48,0.19,1.702
0,1.48,0.19,1.703
0,1.48,0.19,1.704
0,1.48,0.19,1.705
0,1.48,0.19,1.706
0,1.48,0.19,1.707
0,1.48,0.19,1.708
0,1.48,0.19,1.709
0,1.48,0.19,1.71
0,1.48,0.19,1.711
0,1.48,0.19,1.712
0,1.48,0.19,1.713
0,1.07,0.19,1.714
0,1.07,0.19,1.715
0,1.07,0.19,1.716
0,1.07,0.19,1.717
0,1.07,0.19,1.718
0,1.07,0.19,1.719
0,1.07,0.19,1.72
0,1.07,0.19,1.721
0,1.07,0.19,1.722
0,1.07,0.19,1.723
0,1.07,0.19,1.724
0,1.07,0.19,1.725
0,1.07,0.19,1.726
0,1.07,0.19,1.727
0,1.07,0.19,1.728
0,1.07,0.19,1.729
0,1.54,0.19,1.73
0,1.54,0.19,1.731
0,1.54,0.19,1.732
0,1.54,0.19,1.733
0,1.54,0.19,1.734
0,1.54,0.19,1.735
0,1.54,0.19,1.736
0,1.54,0.19,1.737
0,1.54,0.19,1.738
0,1.54,0.19,1.739
0,1.54,0.19,1.74
0,1.54,0.19,1.741
0,1.54,0.19,1.742
0,1.54,0.19,1.743
0,1.54,0.19,1.744
0,1.54,0.19,1.745
0,1.54,0.19,1.746
0,1.54,0.19,1.747
0,1.54,0.19,1.748
0,1.54,0.19,1.749
0,1.54,0.19,1.75
0,1.54,0.19,1.751
0,1.54,0.19,1.752
0,1.54,0.19,1.753
0,1.54,0.19,1.754
0,1.54,0.19,1.755
0,1.54,0.19,1.756
0,1.54,0.19,1.757
0,1.54,0.19,1.758
0,1.54,0.19,1.759
0,1.54,0.19,1.76
0,1.54,0.19,1.761
0,1.54,0.19,1.762
0,1.54,0.19,1.763
0,1.54,0.19,1.764
0,1.54,0.19,1.765
0,1.54,0.19,1.766
0,1.54,0.19,1.767
0,1.54,0.19,1.768
0,1.54,0.19,1.769
0,1.54,0.19,1.77
0,1.54,0.19,1.771
0,1.54,0.19,1.772
0,1.54,0.19,1.773
0,1.54,0.19,1.774
0,1.54,0.19,1.775
0,1.54,0.19,1.776
0,1.54,0.19,1.777
0,1.54,0.19,1.778
0,1.54,0.19,1.779
0,1.54,0.19,1.78
0,1.54,0.19,1.781
0,1.54,0.19,1.782
0,1.54,0.19,1.783
0,1.54,0.19,1.784
0,1.54,0.19,1.785
0,1.54,0.19,1.786
0,1.54,0.19,1.787
0,1.54,0.19,1.788
0,1.54,0.19,1.789
0,1.54,0.19,1.79
0,1.54,0.19,1.791
0,1.54,0.19,1.792
0,1.54,0.19,1.793
0,1.54,0.19,1.794
0,1.54,0.19,1.795
0,1.54,0.19,1.796
0,1.54,0.19,1.797
0,1.54,0.19,1.798
0,1.54,0.19,1.799
0,1.54,0.19,1.8
0,1.54,0.19,1.801
0,1.54,0.19,1.802
0,1.54,0.19,1.803
0,1.54,0.19,1.804
0,1.54,0.19,1.805
0,1.54,0.19,1.806
0,1.54,0.19,1.807
0,1.54,0.19,1.808
0,1.54,0.19,1.809
0,1.54,0.09,1.81
0,1.54,0.09,1.811
0,1.54,0.09,1.812
0,1.54,0.09,1.813
0,1.54,0.09,1.814
0,1.54,0.09,1.815
0,1.54,0.09,1.816
0,1.54,0.09,1.817
0,1.54,0.09,1.818
0,1.54,0.09,1.819
0,1.54,0.09,1.82
0,1.54,0.09,1.821
0,1.54,0.09,1.822
0,1.54,0.09,1.823
0,1.54,0.09,1.824
0,1.54,0.09,1.825
0,1.54,0.09,1.826
0,1.54,0.09,1.827
0,1.54,0.09,1.828
0,1.54,0.09,1.829
0,1.54,0.09,1.83
0,1.54,0.09,1.831
0,1.54,0.09,1.832
0,1.54,0.09,1.833
0,1.54,0.09,1.834
0,1.54,0.09,1.835
0,1.54,0.09,1.836
0,1.54,0.09,1.837
0,1.54,0.09,1.838
0,1.54,0.09,1.839
0,1.54,0.09,1.84
0,1.54,0.09,1.841
0,1.54,0.09,1.842
0,1.54,0.09,1.843
0,1.54,0.09,1.844
0,1.54,0.09,1.845
0,1.54,0.09,1.846
0,1.54,0.09,1.847
0,1.54,0.09,1.848
0,1.54,0.09,1.849
0,1.54,0.09,1.85
0,1.54,0.09,1.851
0,1.54,0.09,1.852
0,1.54,0.09,1.853
0,1.54,0.09,1.854
0,1.54,0.09,1.855
0,1.54,0.09,1.856
0,1.54,0.09,1.857
0,1.54,0.09,1.858
0,1.54,0.09,1.859
0,1.54,0.09,1.86
0,1.54,0.09,1.861
0,1.54,0.09,1.862
0,1.54,0.09,1.863
0,1.54,0.09,1.864
0,1.54,0.09,1.865
0,1.54,0.09,1.866
0,1.54,0.09,1.867
0,1.54,0.09,1.868
0,1.54,0.09,1.869
0,1.54,0.09,1.87
0,1.54,0.09,1.871
0,1.54,0.09,1.872
0,1.54,0.09,1.873
0,1.54,0.09,1.874
0,1.54,0.09,1.875
0,1.54,0.09,1.876
0,1.54,0.09,1.877
0,1.54,0.09,1.878
0,1.54,0.09,1.879
0,1.54,0.09,1.88
0,1.54,0.09,1.881
0,1.54,0.09,1.882
0,1.54,0.09,1.883
0,1.54,0.09,1.884
0,1.54,0.09,1.885
0,1.54,0.09,1.886
0,1.54,0.09,1.887
0,1.54,0.09,1.888
0,1.54,0.09,1.889
0,1.54,0.09,1.89
0,1.54,0.09,1.891
0,1.54,0.09,1.892
0,1.54,0.09,1.893
0,1.54,0.09,1.894
0,1.54,0.09,1.895
0,1.54,0.09,1.896
0,1.54,0.09,1.897
0,1.54,0.09,1.898
0,1.54,0.09,1.899
0,1.54,0.09,1.9
0,1.54,0.09,1.901
0,1.54,0.09,1.902
0,1.54,0.09,1.903
0,1.54,0.09,1.904
0,1.54,0.09,1.905
0,1.54,0.09,1.906
0,1.54,0.09,1.907
0,1.54,0.09,1.908
0,1.54,0.09,1.909
0,1.54,0.09,1.91
0,1.54,0.09,1.911
0,1.54,0.09,1.912
0,1.54,0.09,1.913
0,1.54,0.09,1.914
0,1.54,0.09,1.915
0,1.54,0.09,1.916
0,1.54,0.09,1.917
0,1.54,0.09,1.918
0,1.54,0.09,1.919
0,1.54,0.09,1.92
0,1.54,0.09,1.921
0,1.54,0.09,1.922
0,1.54,0.09,1.923
0,1.54,0.09,1.924
0,1.54,0.09,1.925
0,1.54,0.09,1.926
0,1.54,0.09,1.927
0,1.54,0.09,1.928
0,1.54,0.09,1.929
0,1.54,0.09,1.93
0,1.54,0.09,1.931
0,1.54,0.09,1.932
0,1.54,0.09,1.933
0,1.54,0.09,1.934
0,1.54,0.09,1.935
0,1.54,0.09,1.936
0,1.54,0.09,1.937
0,1.54,0.09,1.938
0,1.54,0.09,1.939
0,1.54,0.09,1.94
0,1.54,0.09,1.941
0,1.54,0.09,1.942
0,1.54,0.09,1.943
0,1.54,0.09,1.944
0,1.54,0.09,1.945
0,1.54,0.09,1.946
0,1.54,0.09,1.947
0,1.54,0.09,1.948
0,1.54,0.09,1.949
0,1.54,0.09,1.95
0,1.54,0.09,1.951
0,1.54,0.09,1.952
0,1.54,0.09,1.953
0,1.54,0.09,1.954
0,1.54,0.09,1.955
0,1.54,0.09,1.956
0,1.54,0.09,1.957
0,1.54,0.09,1.958
0,1.54,0.09,1.959
0,1.54,0.09,1.96
0,1.54,0.09,1.961
0,1.54,0.09,1.962
0,1.54,0.09,1.963
0,1.54,0.09,1.964
0,1.54,0.09,1.965
0,1.54,0.09,1.966
0,1.54,0.09,1.967
0,1.54,0.09,1.968
0,1.54,0.09,1.969
0,1.54,0.09,1.97
0,1.54,0.09,1.971
0,1.54,0.09,1.972
0,1.54,0.09,1.973
0,1.54,0.09,1.974
0,1.54,0.09,1.975
0,1.54,0.09,1.976
0,1.54,0.09,1.977
0,1.54,0.09,1.978
0,1.54,0.09,1.979
0,1.54,0.09,1.98
0,1.54,0.09,1.981
0,1.54,0.09,1.982
0,1.54,0.09,1.983
0,1.54,0.09,1.984
0,1.54,0.09,1.985
0,1.54,0.09,1.986
0,1.54,0.09,1.987
0,1.54,0.09,1.988
0,1.54,0.09,1.989
0,1.54,0.09,1.99
0,1.54,0.09,1.991
0,1.54,0.09,1.992
0,1.54,0.09,1.993
0,1.54,0.09,1.994
0,1.54,0.09,1.995
0,1.54,0.09,1.996
0,1.54,0.09,1.997
0,1.54,0.09,1.998
0,1.54,0.09,1.999
0,1.54,0.09,2
0,1.54,0.09,2.001
0,1.54,0.09,2.002
0,1.54,0.09,2.003
