target,right,left,
0,3.01,2.1,
0,3.01,2.1,
0,3.01,2.1,
0,3.01,2.1,
0,3.01,2.1,
0,2.71,2.1,
0,2.71,2.4,
0,2.71,2.4,
0,2.71,2.4,
0,2.71,2.4,
0,2.71,2.4,
0,2.71,2.4,
0,2.71,2.4,
0,2.86,2.4,
0,2.86,2.4,
0,2.86,2.4,
0,2.86,2.4,
0,2.86,2.4,
0,2.86,2.02,
0,2.86,2.02,
0,2.86,2.02,
0,2.86,2.02,
0,2.9,2.02,
0,2.9,2.02,
0,2.9,2.02,
0,2.9,2.02,
0,2.9,2.02,
0,2.9,2.02,
0,2.9,2.02,
0,2.9,2.02,
0,2.8,2.02,
0,2.8,1.8,
0,2.8,1.8,
0,2.8,1.8,
0,2.8,1.8,
0,2.8,1.8,
0,2.8,1.8,
0,2.8,1.8,
0,3.12,1.8,
0,3.12,1.8,
0,3.12,1.8,
0,3.12,1.8,
0,3.12,1.8,
0,3.12,1.8,
0,3.12,1.8,
0,3.12,1.82,
0,3.12,1.82,
0,2.79,1.82,
0,2.79,1.82,
0,2.79,1.82,
0,2.79,1.82,
0,2.79,1.82,
0,2.79,1.82,
0,2.79,1.82,
0,2.79,1.82,
0,2.79,1.82,
0,2.7,1.82,
0,2.7,1.82,
0,2.7,1.82,
0,2.7,1.82,
0,2.7,1.62,
0,2.7,1.62,
0,2.7,1.62,
0,2.7,1.62,
0,2.88,1.62,
0,2.88,1.62,
0,2.88,1.62,
0,2.88,1.62,
0,2.88,1.62,
0,2.88,1.62,
0,2.88,1.62,
0,2.88,2.14,
0,2.88,2.14,
0,2.6,2.14,
0,2.6,2.14,
0,2.6,2.14,
0,2.6,2.14,
0,2.6,2.14,
0,2.6,2.14,
0,2.6,2.14,
0,2.6,2.14,
0,2.6,2.14,
0,2.85,2.14,
0,2.85,2.14,
0,2.85,1.86,
0,2.85,1.86,
0,2.85,1.86,
0,2.85,1.86,
0,2.85,1.86,
0,2.85,1.86,
0,2.85,1.86,
0,2.76,1.86,
0,2.76,1.86,
0,2.76,1.86,
0,2.76,1.86,
0,2.76,1.86,
0,2.76,1.86,
0,2.76,1.86,
0,2.76,1.86,
0,2.76,1.86,
0,2.54,1.86,
0,2.54,1.43,
0,2.54,1.43,
0,2.54,1.43,
0,2.54,1.43,
0,2.54,1.43,
0,2.54,1.43,
0,2.54,1.43,
0,2.54,1.43,
0,2.79,1.43,
0,2.79,1.43,
0,2.79,1.43,
0,2.79,1.43,
0,2.79,2.01,
0,2.79,2.01,
0,2.79,2.01,
0,2.79,2.01,
0,2.79,2.01,
0,2.79,2.01,
0,2.47,2.01,
0,2.47,2.01,
0,2.47,2.01,
0,2.47,2.01,
0,2.47,2.01,
0,2.47,2.01,
0,2.47,2.01,
0,2.47,2.01,
0,2.47,2.01,
0,2.47,2.01,
0,2.46,2.01,
0,2.46,1.38,
0,2.46,1.38,
0,2.46,1.38,
0,2.46,1.38,
0,2.46,1.38,
0,2.46,1.38,
0,2.46,1.38,
0,2.46,1.38,
0,2.55,1.38,
0,2.55,1.38,
0,2.55,1.38,
0,2.55,1.38,
0,2.55,1.38,
0,2.55,1.38,
0,2.55,1.38,
0,2.55,1.38,
0,2.55,1.38,
0,2.55,1.38,
0,2.55,1.38,
0,2.15,1.38,
0,2.15,1.38,
0,2.15,1.38,
0,2.15,1.38,
0,2.15,1.38,
0,2.15,1.38,
0,2.15,1.38,
0,2.15,1.38,
0,2.15,1.38,
0,2.15,1.38,
0,2.15,1.38,
0,2.34,1.38,
0,2.34,1.38,
0,2.34,1.38,
0,2.34,1.38,
0,2.34,1.38,
0,2.34,1.38,
0,2.34,1.38,
0,2.34,1.38,
0,2.34,1.38,
0,2.34,1.38,
0,2.34,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,2.17,1.38,
0,1.75,1.38,
0,1.75,1.38,
0,1.75,1.38,
0,1.75,1.38,
0,1.75,1.38,
0,1.75,1.38,
0,1.75,1.38,
0,1.75,1.38,
0,1.75,1.38,
0,1.75,1.38,
0,1.75,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,2.18,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.83,1.38,
0,1.84,1.38,
0,1.84,1.38,
0,1.84,1.38,
0,1.84,1.38,
0,1.84,1.38,
0,1.84,1.38,
0,1.84,1.38,
0,1.84,1.38,
0,1.84,1.38,
0,1.84,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,2.29,1.38,
0,1.77,1.38,
0,1.77,1.38,
0,1.77,1.38,
0,1.77,1.38,
0,1.77,1.38,
0,1.77,1.38,
0,1.77,1.38,
0,1.77,1.38,
0,1.77,1.38,
0,1.77,1.38,
0,1.77,1.38,
0,1.77,1.38,
0,2.01,1.38,
0,2.01,1.38,
0,2.01,0.19,
0,2.01,0.19,
0,2.01,0.19,
0,2.01,0.19,
0,2.01,0.19,
0,2.01,0.19,
0,2.01,0.19,
0,2.01,0.19,
0,2.01,0.19,
0,2.01,0.19,
0,2.01,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.86,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,2.07,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.42,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.11,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.65,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.02,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.55,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.48,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.07,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.19,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,1.54,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.09,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,0.05,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
0,0.08,1.37,
50,0.08,1.37,
50,0.08,1.37,
50,0.08,1.37,
50,0.08,1.37,
50,0.08,0.98,
50,0.08,0.98,
50,0.08,0.98,
50,0.08,0.98,
50,0.08,6.28,
50,0.08,6.28,
50,8.61,9.79,
50,8.61,9.79,
50,11.22,12,
50,13.45,12,
50,13.45,14.11,
50,15.07,15.78,
50,16.56,15.78,
50,18.06,17.2,
50,19.21,18.65,
50,20.75,19.99,
50,21.74,20.83,
50,22.64,21.92,
50,23.66,22.7,
50,24.44,23.8,
50,25.23,24.92,
50,26.25,26.68,
50,26.97,27.75,
50,28.87,27.95,
50,29.44,28.9,
50,30.08,29.62,
50,30.91,30.41,
50,31.61,31.52,
50,33.03,32.38,
50,33.37,32.64,
50,33.88,32.74,
50,34.15,33.86,
50,34.96,34.23,
50,36.06,35.57,
50,36.34,35.53,
50,36.57,35.49,
50,36.83,36.44,
50,37.38,37.05,
50,38.44,37.86,
50,38.72,37.63,
50,38.94,37.97,
50,39.38,38.53,
50,39.46,39.06,
50,40.3,39.28,
50,40.32,39.26,
50,40.14,40.01,
50,40.66,40.37,
50,41.36,40.98,
50,41.25,40.56,
50,41.34,40.53,
50,41.58,41.17,
50,42.23,41.97,
50,42.2,41.5,
50,42.2,41.45,
50,42.43,42.03,
50,43.07,42.78,
50,43.16,42.14,
50,43.16,42.03,
50,43.4,42.72,
50,44.11,42.98,
50,44.08,43.13,
50,44.14,42.98,
50,44.23,43.8,
50,44.8,44.11,
50,44.64,44.08,
50,44.55,43.92,
50,44.77,44.48,
50,45.45,44.74,
50,45.36,44.64,
50,45.32,44.42,
50,45.45,45.22,
50,45.92,46.13,
50,45.72,45.36,
50,45.49,45.19,
50,45.89,45.72,
50,46.4,46.3,
50,46.23,45.62,
50,45.82,45.62,
50,46.13,46.09,
50,46.85,46.82,
50,46.54,45.92,
50,46.54,46.43,
50,47.03,46.61,
50,46.89,46.5,
50,46.82,46.13,
50,46.82,46.75,
50,47.31,46.89,
50,47.1,46.82,
50,46.68,46.61,
50,47.03,47.17,
50,47.53,47.78,
50,47.21,47.1,
50,46.82,46.96,
50,47.13,47.42,
50,47.53,48.15,
50,47.31,46.92,
50,47.35,47.64,
50,47.82,47.78,
50,47.67,47.53,
50,47.49,47.17,
50,47.42,47.78,
50,48.04,48.56,
50,47.64,47.71,
50,47.28,47.38,
50,47.6,47.97,
50,48.11,48.71,
50,47.75,47.53,
50,47.67,48.04,
50,48.15,48.15,
50,47.97,48,
50,47.71,47.64,
50,47.78,48.26,
50,48.19,48.87,
50,47.89,48.08,
50,47.53,47.89,
50,47.86,48.34,
50,48.11,48.23,
50,47.89,47.86,
50,47.97,48.45,
50,48.49,48.52,
50,48.23,48.3,
50,47.71,48.15,
50,47.97,48.56,
50,48.6,49.14,
50,48.26,48.37,
50,47.82,48.64,
50,48.68,48.64,
50,48.45,48.41,
50,48.26,48.04,
50,48.23,48.68,
50,48.68,49.37,
50,48.26,48.52,
50,47.97,48.3,
50,48.23,48.71,
50,48.9,48.52,
50,48.41,48.08,
50,48.41,48.75,
50,48.9,48.87,
50,48.75,48.52,
50,48.56,48.26,
50,48.41,48.75,
50,49.02,49.41,
50,48.56,48.45,
50,48.23,48.79,
50,48.52,48.75,
50,48.87,48.49,
50,48.64,48.08,
50,48.6,48.75,
50,49.1,49.52,
50,48.56,48.68,
50,48.26,48.34,
50,48.52,48.87,
50,49.06,48.71,
50,48.64,48.34,
50,48.6,49.02,
50,49.02,49.1,
50,48.79,48.83,
50,48.64,48.56,
50,48.52,49.1,
50,48.98,49.84,
50,48.68,48.9,
50,48.26,49.14,
50,49.06,49.25,
50,48.79,48.94,
50,48.6,48.6,
50,48.6,49.25,
50,49.06,50.04,
50,48.64,49.06,
50,48.3,48.75,
50,48.64,49.37,
50,49.06,49.02,
50,48.64,48.68,
50,48.64,49.33,
50,49.14,50.08,
50,48.9,49.14,
50,48.6,48.83,
50,48.68,49.37,
50,49.02,49.17,
50,48.75,48.79,
50,48.41,49.41,
50,49.17,49.52,
50,48.87,49.25,
50,48.64,48.98,
50,48.68,49.49,
50,49.1,49.33,
50,48.79,48.87,
50,48.34,49.49,
50,48.87,49.56,
50,49.1,49.49,
50,48.68,49.17,
50,48.6,49.56,
50,49.21,50.28,
50,48.9,49.02,
50,48.37,49.56,
50,48.71,49.64,
50,49.17,49.49,
50,48.87,49.25,
50,48.68,49.68,
50,49.21,50.28,
50,48.9,49.49,
50,48.68,49.64,
50,48.68,49.64,
50,49.14,49.49,
50,48.83,49.25,
50,48.41,49.72,
50,48.75,50.32,
50,49.06,49.49,
50,48.79,49.68,
50,48.75,49.68,
50,49.33,49.52,
50,48.9,49.17,
50,48.52,49.8,
50,48.79,50.44,
50,49.17,49.56,
50,48.75,49.29,
50,48.79,49.8,
50,49.33,49.64,
50,48.98,49.56,
50,48.79,49.88,
50,48.87,50.65,
50,49.33,49.64,
50,49.02,49.29,
50,48.56,49.84,
50,49.29,49.64,
50,49.1,49.29,
50,48.75,49.8,
50,48.75,50.57,
50,49.29,49.68,
50,48.98,49.29,
50,48.56,49.92,
50,48.9,49.6,
50,49.14,49.21,
