target,right,left,
50,48.9,49.8,
50,49.02,50.53,
50,49.41,49.56,
50,48.98,49.25,
50,48.56,49.76,
50,48.87,49.52,
50,49.37,49.14,
50,48.87,49.72,
50,48.9,50.4,
50,49.49,49.56,
50,49.25,49.37,
50,48.94,49.8,
50,48.94,49.6,
50,49.41,49.21,
50,49.1,49.8,
50,48.56,49.92,
50,49.41,49.68,
50,49.17,49.52,
50,48.87,50,
50,48.87,49.8,
50,49.37,49.41,
50,49.06,49.96,
50,48.6,50,
50,48.87,49.8,
50,49.21,49.68,
50,48.9,50.08,
50,48.94,49.8,
50,49.45,49.45,
50,49.1,49.92,
50,48.68,50.04,
50,48.94,49.8,
50,49.37,49.49,
50,48.94,50.04,
50,48.94,49.84,
50,49.52,49.45,
50,49.29,49.92,
50,48.71,50.04,
50,49.02,49.8,
50,49.45,49.45,
50,49.1,50,
50,49.02,50.69,
50,49.45,49.37,
50,49.25,49.96,
50,48.79,50.08,
50,48.98,49.8,
50,49.45,49.45,
50,49.1,49.96,
50,48.68,50.69,
50,49.49,49.41,
50,49.29,49.96,
50,48.94,50.12,
50,48.9,49.72,
50,49.41,49.6,
50,49.1,50.04,
50,48.75,49.84,
50,48.98,49.45,
50,49.33,49.96,
50,49.06,50.04,
50,49.02,49.8,
50,49.52,49.68,
50,49.17,50.2,
50,48.71,49.88,
50,49.02,49.52,
50,49.49,50.08,
50,49.1,50.12,
50,49.14,49.88,
50,49.56,49.64,
50,49.37,50.16,
50,48.79,50,
50,49.21,49.6,
50,49.45,50.04,
50,49.29,50.9,
50,49.14,49.96,
50,49.6,49.64,
50,49.41,50.2,
50,49.17,50,
50,49.14,49.64,
50,49.49,50.2,
50,49.21,50.98,
50,48.87,50,
50,49.56,49.76,
50,49.33,50.24,
50,49.14,50.04,
50,49.1,49.6,
50,49.56,50.24,
50,49.21,50.98,
50,48.79,50.12,
50,49.72,49.88,
50,49.37,50.32,
50,49.17,50.12,
50,49.14,49.68,
50,49.52,50.2,
50,49.17,50.98,
50,48.75,50.12,
50,49.17,49.84,
50,49.37,50.32,
50,49.29,50.16,
50,49.17,49.8,
50,49.68,50.36,
50,49.21,51.06,
50,48.87,50.2,
50,49.17,50.28,
50,49.68,50.32,
50,49.25,50.12,
50,49.21,49.8,
50,49.68,50.32,
50,49.49,51.06,
50,48.9,50.16,
50,49.21,50.28,
50,49.8,50.4,
50,49.33,50.04,
50,49.29,49.8,
50,49.8,50.24,
50,49.56,50.85,
50,48.98,50,
50,49.21,50.16,
50,49.84,50.24,
50,49.45,49.88,
50,49.37,49.76,
50,49.84,50.2,
50,49.6,50.69,
50,49.02,49.6,
50,49.29,50.12,
50,49.88,50.16,
50,49.52,49.92,
50,49.37,49.64,
50,49.8,50.12,
50,49.6,50.81,
50,49.29,49.56,
50,49.29,50.04,
50,49.84,50.16,
50,49.49,50,
50,49.02,49.6,
50,49.96,50.12,
50,49.68,50.77,
50,49.37,49.56,
50,49.33,50.08,
50,49.92,50.24,
50,49.56,49.92,
50,49.06,49.6,
50,49.96,50.12,
50,49.68,50.85,
50,49.41,49.49,
50,49.41,50.08,
50,49.92,50.16,
50,49.6,49.88,
50,49.21,49.64,
50,50.04,50.16,
50,49.72,50.73,
50,49.41,49.49,
50,49.41,50.04,
50,49.88,50.08,
50,49.56,49.84,
50,49.1,49.56,
50,49.49,50,
50,49.72,49.84,
50,49.49,49.45,
50,49.49,49.96,
50,50,50.04,
50,49.68,49.84,
50,49.21,49.64,
50,49.56,50.12,
50,49.76,49.96,
50,49.64,49.56,
50,49.56,50.08,
50,49.92,50.12,
50,49.72,49.92,
50,49.25,49.56,
50,49.52,50.12,
50,49.8,49.92,
50,49.64,49.56,
50,49.64,50.08,
50,50.2,50.9,
50,49.56,49.92,
50,49.25,49.56,
50,49.49,50.12,
50,49.84,49.92,
50,49.56,49.49,
50,49.56,50.08,
50,50.04,50.81,
50,49.64,49.88,
50,49.21,49.6,
50,49.49,50.04,
50,49.92,49.84,
50,49.6,49.49,
50,49.56,50.04,
50,50.12,50.73,
50,49.68,49.88,
50,49.25,49.68,
50,49.45,50.12,
50,49.8,49.92,
50,49.56,49.49,
50,49.6,50.04,
50,50.2,50.73,
50,49.76,49.84,
50,49.33,49.6,
50,49.6,50.12,
50,49.92,50,
50,49.6,49.56,
50,49.64,50.08,
50,50.24,50.85,
50,49.76,49.92,
50,49.33,49.56,
50,49.64,50.12,
50,50.12,50.04,
50,49.72,49.52,
50,49.64,50.08,
50,50.2,50.85,
50,49.84,49.96,
50,49.41,49.6,
50,49.72,50.24,
50,50.16,49.92,
50,49.76,49.56,
50,49.68,50.24,
50,50.12,50.94,
50,49.76,50,
50,49.29,49.8,
50,49.64,50.28,
50,50.2,50,
50,49.88,49.6,
50,49.72,50.28,
50,50.24,50.85,
50,49.76,50.08,
50,49.41,49.8,
50,49.72,50.28,
50,50.32,50.08,
50,49.84,49.68,
50,49.76,50.32,
50,50.28,50.98,
50,49.92,50.04,
50,49.45,50.16,
50,49.68,50.24,
50,50.32,50.12,
50,49.8,49.6,
50,49.8,50.12,
50,50.4,50.85,
50,50.08,49.88,
50,49.45,50.04,
50,49.84,50.08,
50,50.28,49.8,
50,49.8,49.41,
50,49.76,50.04,
50,50.32,50.73,
50,50.08,49.8,
50,49.49,49.92,
50,49.84,50.04,
50,50.24,49.72,
50,49.84,49.29,
50,49.8,49.96,
50,50.28,50.61,
50,50.04,49.72,
50,49.49,49.45,
50,49.76,49.92,
50,50.28,49.76,
50,49.88,49.29,
50,49.84,49.96,
50,50.32,50.57,
50,50.08,49.8,
50,49.52,49.6,
50,49.76,50.12,
50,50.4,49.92,
50,49.92,49.49,
50,49.92,50.16,
50,50.4,50.77,
50,50.16,49.88,
50,49.52,49.6,
50,49.72,50.12,
50,50.4,49.92,
50,49.92,49.52,
50,49.88,50.12,
50,50.53,50.77,
50,50.2,49.8,
50,49.6,49.49,
50,49.88,49.96,
50,50.44,49.8,
50,49.92,49.45,
50,49.88,50,
50,50.53,50.77,
50,50.2,49.8,
50,49.64,49.45,
50,49.92,50.12,
50,50.36,49.8,
50,49.92,49.45,
50,49.92,50.12,
50,50.4,50.77,
50,50.16,49.88,
50,49.56,49.6,
50,49.88,50.2,
50,50.36,49.96,
50,49.96,49.52,
50,49.92,50.16,
50,50.4,50.77,
50,49.96,49.96,
50,49.6,49.72,
50,49.88,50.2,
50,50.57,49.96,
50,50.08,49.56,
50,50,50.28,
50,50.48,50.94,
50,50,50.04,
50,49.56,49.8,
50,49.76,50.28,
50,50.36,50.12,
50,49.88,49.72,
50,49.88,50.32,
50,50.48,51.1,
50,49.96,50.08,
50,49.64,49.72,
50,49.92,50.28,
50,50.4,50.08,
50,49.88,49.68,
50,50,50.28,
50,50.4,51.02,
50,49.96,50.16,
50,49.6,50.32,
50,49.96,50.44,
50,50.36,50.12,
50,50.04,49.68,
50,49.96,50.32,
50,50.44,51.06,
50,50.08,50.08,
50,49.6,50.28,
50,49.88,50.36,
50,50.48,50.16,
50,50.04,49.92,
50,49.92,50.44,
50,50.44,51.06,
50,50.04,50.24,
50,49.64,50.32,
50,49.88,50.4,
50,50.61,50.2,
50,50.08,49.8,
50,50.08,50.36,
50,50.61,51.15,
50,50.08,49.88,
50,49.68,50.36,
50,49.88,50.48,
50,50.28,50.24,
50,49.96,49.92,
50,50,50.4,
50,50.61,51.15,
50,50.12,49.8,
50,49.72,50.36,
50,50,50.53,
50,50.24,50.2,
50,50.04,49.96,
50,49.96,50.44,
50,50.24,51.1,
50,50.24,49.68,
50,49.68,50.61,
50,50.04,50.44,
50,50.24,50.2,
50,50.04,49.88,
50,50,50.4,
50,50.48,50.24,
50,50.04,49.8,
50,49.6,50.28,
50,49.8,50.4,
50,50.2,50.16,
50,50,49.8,
50,49.96,50.36,
50,50.53,50.2,
50,50.04,49.84,
50,49.68,50.24,
50,49.92,50.94,
50,50.32,50.12,
50,50,49.76,
50,50.04,50.2,
50,50.57,50.04,
50,50.08,49.68,
50,49.68,50.24,
50,49.88,50.98,
50,50.24,50.12,
50,49.96,49.84,
50,49.96,50.28,
50,50.48,50.08,
50,50.2,49.72,
50,49.72,50.24,
50,50.08,50.98,
50,50.28,50.2,
50,50.08,49.92,
50,50,50.32,
50,50.36,50.16,
50,50.04,49.84,
50,49.56,50.28,
50,50.4,51.06,
50,50.2,50.2,
50,50,49.84,
50,50.08,50.32,
50,50.57,50.12,
50,49.96,49.8,
50,49.56,50.28,
50,50.44,51.02,
50,50.12,50.08,
50,49.92,49.68,
50,49.92,50.36,
50,50.48,50.04,
50,50.04,49.64,
50,49.6,50.28,
50,50.61,50.98,
50,50.28,50.08,
50,49.96,49.8,
50,49.96,50.4,
50,50.48,50.12,
50,50.12,49.76,
50,49.68,50.36,
50,50.48,51.06,
50,50.16,50.2,
50,49.96,50.36,
50,49.92,50.4,
50,50.48,50.16,
50,50.12,49.8,
50,49.64,50.4,
50,50.44,51.1,
50,50.16,50.24,
50,49.96,50.28,
50,49.88,50.4,
50,50.44,50.2,
50,50.04,49.88,
50,49.6,50.44,
50,50.48,51.15,
50,50.32,50.28,
50,50.04,50.44,
50,49.84,50.53,
50,50.53,50.24,
50,50.04,50.04,
50,49.6,50.48,
50,50.48,51.19,
50,50.2,49.92,
50,49.96,50.44,
50,49.88,50.57,
50,50.48,50.36,
50,50.12,50.16,
50,50,50.61,
50,50.57,50.44,
50,50.2,50.12,
50,49.92,50.61,
50,50.04,51.44,
50,50.32,50.53,
50,50.08,50.2,
50,49.96,50.85,
50,50.4,50.57,
50,50.2,50.2,
50,49.64,50.73,
50,49.96,51.53,
50,50.28,50.61,
50,50.08,50.28,
50,50,50.9,
50,50.36,50.61,
50,50.12,50.2,
50,49.45,50.9,
50,49.88,51.53,
50,50.44,50.69,
50,50.16,50.77,
50,49.96,50.85,
50,50.4,50.65,
50,50.12,50.4,
50,49.52,50.94,
50,49.8,51.65,
50,50.44,50.36,
50,50,50.73,
50,49.92,50.9,
50,50.48,50.73,
50,50.16,50.4,
50,49.6,50.94,
50,49.88,50.69,
50,50.44,50.32,
50,49.88,50.9,
50,49.88,51.65,
50,50.44,50.77,
50,50.08,50.53,
50,49.6,51.02,
50,49.92,50.73,
50,50.36,50.16,
50,49.88,50.98,
50,49.88,51.61,
50,50.4,50.73,
50,50.08,50.9,
50,49.6,51.02,
50,49.92,50.77,
50,50.32,50.44,
50,50,50.98,
50,49.96,51.7,
50,50.36,50.4,
50,50.08,50.94,
50,49.56,50.98,
50,49.88,50.81,
50,50.24,50.48,
50,50.12,50.81,
50,50,50.81,
50,50.44,50.4,
50,50.12,50.98,
50,49.6,51.61,
50,49.88,50.85,
50,50.2,50.53,
50,49.96,50.98,
50,49.96,50.94,
50,50.48,50.48,
50,50.28,51.02,
50,49.64,51.78,
50,50,50.77,
50,50.28,50.94,
50,49.92,51.27,
50,49.92,50.73,
50,50.4,50.44,
50,50.12,50.98,
50,49.64,51.61,
50,50.44,50.36,
50,50.24,50.94,
50,50,50.94,
50,50.04,50.69,
50,50.4,50.48,
50,50.08,50.94,
50,49.68,50.77,
50,50.44,50.4,
50,50.2,50.94,
50,50.04,51.74,
50,49.92,50.77,
50,50.44,50.36,
50,50.16,51.02,
50,49.6,50.77,
50,50.48,50.36,
50,50.28,50.98,
50,50.08,51.7,
50,49.88,50.73,
50,50.44,50.9,
50,50.2,51.02,
50,49.64,50.73,
50,50.48,50.57,
50,50.32,51.02,
50,49.92,51.61,
50,49.96,50.32,
50,50.53,50.81,
50,50.16,50.94,
50,50.04,50.69,
50,50.53,50.44,
50,50.28,50.94,
50,50,50.73,
50,50.04,50.4,
50,50.36,50.94,
50,50.04,51.7,
50,49.96,50.73,
50,50.4,50.48,
50,50.2,50.98,
50,49.64,50.69,
50,49.96,50.24,
50,50.53,50.9,
50,50.04,51.53,
50,50.04,50.69,
50,50.48,50.85,
50,50.24,50.9,
50,49.56,50.73,
50,49.84,50.4,
50,50.48,50.9,
50,50.04,51.57,
50,50.04,50.32,
50,50.57,50.85,
50,50.28,50.98,
50,49.68,50.73,
50,49.88,50.44,
50,50.53,50.98,
50,50.04,50.69,
50,50,50.16,
50,50.61,50.94,
50,50.12,51.61,
50,49.68,50.77,
50,50,50.57,
50,50.28,50.98,
50,50.04,50.73,
50,50,50.36,
50,50.57,50.98,
50,50.16,51.61,
50,49.72,50.73,
50,50.04,50.9,
50,50.24,50.98,
50,50.08,50.85,
50,50.04,50.4,
50,50.48,50.98,
50,50.08,51.7,
50,49.8,50.36,
50,49.96,50.94,
50,50.4,51.1,
50,50.2,50.77,
50,50.16,50.53,
50,50.65,51.02,
50,50.24,50.81,
50,49.76,50.36,
50,50.65,50.85,
50,50.4,51.61,
50,50.12,50.73,
50,50.16,50.44,
50,50.61,50.98,
50,50.24,50.77,
50,49.84,50.4,
50,50.69,50.98,
50,50.44,51.65,
50,50.16,50.77,
50,50.16,50.9,
50,50.57,50.98,
50,50.28,50.73,
50,49.8,50.48,
50,50.61,50.94,
50,50.4,51.57,
50,50.24,50.28,
50,50.12,50.9,
50,50.69,50.9,
50,50.28,50.65,
50,50.16,50.4,
50,50.57,50.9,
50,50.4,50.65,
50,50.24,50.28,
50,50,50.73,
50,50.73,50.77,
50,50.32,50.57,
50,50.08,50.2,
50,50.61,50.73,
50,50.4,50.48,
50,49.8,50.08,
50,50,50.69,
50,50.57,51.36,
50,50.24,50.36,
50,50.12,50.04,
50,50.61,50.61,
50,50.32,50.32,
50,49.76,49.88,
50,50.12,50.48,
50,50.57,51.1,
50,50.2,50.28,
50,50.12,49.92,
50,50.61,50.4,
50,50.4,50.2,
50,49.88,49.72,
50,50.16,50.32,
50,50.73,51.02,
50,50.28,50.04,
50,50.32,49.72,
50,50.77,50.2,
50,50.32,50.04,
50,49.96,49.68,
50,50.32,50.24,
50,50.85,50.98,
50,50.32,50.08,
50,50.32,50.2,
50,50.9,50.32,
50,50.53,49.96,
50,50.04,49.6,
50,50.32,50.28,
50,50.69,51.02,
50,50.4,50.04,
50,50.36,50.24,
50,50.81,50.36,
50,50.48,50.04,
50,50.08,49.64,
50,50.44,50.36,
50,50.65,50.94,
50,50.44,50.08,
50,50.44,50.36,
50,50.94,50.4,
50,50.48,50.2,
50,50.08,49.96,
50,50.94,50.44,
50,50.69,51.1,
50,50.48,50.2,
50,50.32,50.32,
50,50.94,50.44,
50,50.48,50.28,
50,50.12,49.92,
50,51.06,50.44,
50,50.73,51.19,
50,50.4,49.88,
50,50.44,50.48,
50,51.02,50.69,
50,50.61,50.32,
50,50.4,50.08,
50,50.9,50.53,
50,50.61,51.27,
50,50.08,49.96,
50,50.4,50.57,
50,50.94,50.65,
50,50.48,50.4,
50,50.4,50.28,
50,50.98,50.69,
50,50.69,50.53,
50,50.12,50.16,
50,50.44,50.69,
50,51.02,51.44,
50,50.48,50.61,
50,50.44,50.2,
50,51.02,50.69,
50,50.53,50.57,
50,50.08,50.2,
50,50.44,50.69,
50,50.73,51.44,
50,50.4,50.57,
50,50.4,50.16,
50,50.9,50.81,
50,50.61,50.53,
50,50.16,50.16,
50,51.06,50.77,
50,50.69,51.4,
50,50.61,50.61,
50,50.44,50.73,
50,50.98,50.77,
50,50.53,50.57,
50,50.12,50.32,
50,50.98,50.81,
50,50.81,51.44,
50,50.53,50.57,
50,50.44,50.85,
50,50.98,50.85,
50,50.65,50.65,
50,50.65,50.32,
50,51.02,50.81,
50,50.77,51.53,
50,50.2,50.2,
50,50.44,50.77,
50,50.94,50.85,
50,50.61,50.53,
50,50.48,50.24,
50,50.98,50.69,
50,50.73,50.48,
50,50.2,50.16,
50,50.53,50.57,
50,50.85,51.27,
50,50.57,50.4,
50,50.53,50.12,
50,51.02,50.57,
50,50.69,50.4,
50,50.16,50,
50,50.36,50.48,
50,50.77,51.27,
50,50.44,50.4,
50,50.44,50.04,
50,50.9,50.57,
50,50.48,50.28,
50,50.08,49.96,
50,50.4,50.57,
50,50.65,51.27,
50,50.4,50.32,
50,50.36,50,
50,50.81,50.57,
50,50.61,50.24,
50,50.08,49.84,
50,50.85,50.48,
50,50.57,51.1,
50,50.44,50.2,
50,50.4,50.4,
50,50.9,50.36,
50,50.48,50.16,
50,50.08,49.68,
50,50.98,50.36,
50,50.73,50.94,
50,50.48,50,
50,50.36,50.2,
50,50.94,50.24,
50,50.57,50.04,
50,50.44,49.64,
50,51.02,50.2,
50,50.73,50.9,
50,50.12,50,
50,50.44,50.08,
50,50.85,50.16,
50,50.48,49.96,
50,50.44,49.68,
50,50.98,50.24,
50,50.65,50.98,
50,50.16,50,
50,50.44,50.2,
50,50.94,50.32,
50,50.53,50,
50,50.44,49.8,
50,50.94,50.24,
50,50.69,50.94,
50,50.12,50.08,
50,50.4,50.28,
50,50.73,50.36,
50,50.48,50.12,
50,50.48,49.96,
50,50.98,50.36,
50,50.57,51.02,
50,50.12,49.84,
50,50.44,50.24,
50,50.73,50.4,
50,50.48,50.24,
50,50.44,49.96,
50,50.9,50.48,
50,50.61,51.23,
50,50.16,49.96,
50,50.98,50.53,
50,50.69,50.61,
50,50.53,50.44,
50,50.4,50.16,
50,50.98,50.65,
50,50.65,50.44,
50,50.53,50.12,
50,51.06,50.69,
50,50.77,50.85,
50,50.53,50.53,
50,50.44,50.32,
50,50.94,50.85,
50,50.61,50.61,
50,50.44,50.2,
50,51.02,50.85,
50,50.77,51.53,
50,50.12,50.69,
50,50.44,50.44,
50,50.85,50.98,
50,50.44,50.77,
50,50.48,50.44,
50,50.94,50.98,
50,50.53,51.74,
50,50.12,50.81,
50,50.4,51.1,
50,50.65,51.06,
50,50.53,50.73,
50,50.44,50.48,
50,50.94,50.98,
50,50.61,51.61,
50,50.08,50.36,
50,50.36,50.9,
50,50.69,50.98,
50,50.4,50.77,
50,50.44,50.53,
50,50.9,51.02,
50,50.61,50.94,
50,50.12,50.44,
50,50.98,50.9,
50,50.69,51.78,
50,50.4,50.85,
50,50.44,50.48,
50,50.85,51.1,
50,50.53,50.77,
50,50.12,50.4,
50,50.9,51.02,
50,50.61,51.7,
50,50.48,50.77,
50,50.44,50.44,
50,50.98,50.94,
50,50.61,50.69,
50,50.44,50.32,
50,50.98,50.98,
50,50.69,51.57,
50,50.12,50.69,
50,50.36,50.77,
50,50.94,50.85,
50,50.4,50.73,
50,50.4,50.32,
50,51.06,50.85,
50,50.69,51.61,
50,50.08,50.32,
50,50.44,50.85,
50,50.77,50.98,
50,50.44,50.73,
50,50.36,50.4,
50,50.85,50.9,
50,50.48,50.73,
50,50.08,50.32,
50,50.36,50.85,
50,50.61,51.57,
50,50.4,50.73,
50,50.32,50.48,
50,50.81,50.94,
50,50.57,50.77,
0,49.92,50.4,
0,50.16,50.85,
0,48.6,49.21,
0,46.26,46.4,
0,43.77,44.29,
0,41.83,42.98,
0,39.53,42.26,
0,36.85,40.37,
0,35.71,38.51,
0,33.39,37.25,
0,32.35,36.55,
0,31.52,35.49,
0,29.44,34.08,
0,28.2,32.15,
0,27.09,31.39,
0,25.87,30.91,
0,25.04,29.43,
0,24.11,29.18,
0,23.29,27.86,
0,22.36,27.17,
0,21.29,26.28,
0,20.23,25.07,
0,19.26,24.39,
0,18.2,23.74,
0,18.2,23.29,
0,17.44,22.16,
0,16.57,21.46,
0,15.88,20.59,
0,15.88,20.59,
0,15.12,19.99,
0,14.29,19.45,
0,14.29,18.76,
0,13.52,18.17,
0,13.52,17.77,
0,12.76,17.77,
0,12.76,16.73,
0,11.98,16.13,
0,11.98,16.13,
0,11.51,15.41,
0,11.51,14.85,
0,10.88,14.85,
0,10.88,14.4,
0,10.44,13.83,
0,10.44,13.83,
0,9.89,13.35,
0,9.89,13.35,
0,9.89,12.99,
0,9.24,12.99,
0,9.24,12.22,
0,9.24,12.22,
0,8.73,11.79,
0,8.73,11.79,
0,8.13,11.19,
0,8.13,11.19,
0,8.13,10.76,
0,8.13,10.76,
0,7.45,10.38,
0,7.45,10.38,
0,7.45,10.38,
0,7.01,9.84,
0,7.01,9.84,
0,7.01,9.47,
0,7.01,9.47,
0,6.32,9.47,
0,6.32,9.06,
0,6.32,9.06,
0,6.32,9.06,
0,5.77,8.35,
0,5.77,8.35,
0,5.77,8.35,
0,5.77,7.95,
0,5.27,7.95,
0,5.27,7.95,
0,5.27,7.34,
0,5.27,7.34,
0,5.27,7.34,
0,5.27,7.34,
0,4.61,6.86,
0,4.61,6.86,
0,4.61,6.86,
0,4.61,6.86,
0,4.61,6.38,
0,4.28,6.38,
0,4.28,6.38,
0,4.28,6.38,
0,4.28,5.75,
0,4.28,5.75,
0,4.28,5.75,
0,4.28,5.75,
0,3.89,5.41,
0,3.89,5.41,
0,3.89,5.41,
0,3.89,5.41,
0,3.89,5.41,
0,3.89,4.96,
0,3.89,4.96,
0,3.46,4.96,
0,3.46,4.96,
0,3.46,4.96,
0,3.46,4.96,
0,3.46,4.4,
0,3.46,4.4,
0,3.57,4.4,
0,3.57,4.4,
0,3.57,4.4,
0,3.57,4.29,
0,3.57,4.29,
0,3.57,4.29,
0,3.57,4.29,
0,3.57,4.29,
0,3.23,4.29,
0,3.23,4.29,
0,3.23,3.8,
0,3.23,3.8,
0,3.23,3.8,
0,3.23,3.8,
0,3.23,3.8,
0,3.23,3.8,
0,3.17,3.8,
0,3.17,3.51,
0,3.17,3.51,
0,3.17,3.51,
0,3.17,3.51,
0,3.17,3.51,
0,3.17,3.51,
0,3.11,3.51,
0,3.11,3.37,
0,3.11,3.37,
0,3.11,3.37,
0,3.11,3.37,
0,3.11,3.37,
0,3.11,3.37,
0,3.11,3.37,
0,3.11,3.37,
0,3.11,2.94,
0,2.63,2.94,
0,2.63,2.94,
0,2.63,2.94,
0,2.63,2.94,
0,2.63,2.94,
0,2.63,2.94,
0,2.63,2.94,
0,2.63,3.1,
0,2.8,3.1,
0,2.8,3.1,
0,2.8,3.1,
0,2.8,3.1,
0,2.8,3.1,
0,2.8,3.1,
0,2.8,3.1,
0,2.8,2.97,
0,2.8,2.97,
0,2.88,2.97,
0,2.88,2.97,
0,2.88,2.97,
0,2.88,2.97,
0,2.88,2.97,
0,2.88,2.97,
0,2.88,2.97,
0,2.88,2.64,
0,2.84,2.64,
0,2.84,2.64,
0,2.84,2.64,
0,2.84,2.64,
0,2.84,2.64,
0,2.84,2.64,
0,2.84,2.64,
0,2.84,2.98,
0,3.17,2.98,
0,3.17,2.98,
0,3.17,2.98,
0,3.17,2.98,
0,3.17,2.98,
0,3.17,2.98,
0,3.17,2.98,
0,3.17,2.98,
0,2.83,2.81,
0,2.83,2.81,
0,2.83,2.81,
0,2.83,2.81,
0,2.83,2.81,
0,2.83,2.81,
0,2.83,2.81,
0,2.83,2.81,
0,2.83,2.83,
0,2.73,2.83,
0,2.73,2.83,
0,2.73,2.83,
0,2.73,2.83,
0,2.73,2.83,
0,2.73,2.83,
0,2.73,2.83,
0,2.73,2.83,
0,2.73,2.81,
0,2.88,2.81,
0,2.88,2.81,
0,2.88,2.81,
0,2.88,2.81,
0,2.88,2.81,
0,2.88,2.81,
0,2.88,2.81,
0,2.88,2.81,
0,2.88,2.81,
0,2.58,2.46,
0,2.58,2.46,
0,2.58,2.46,
0,2.58,2.46,
0,2.58,2.46,
0,2.58,2.46,
0,2.58,2.46,
0,2.58,2.46,
0,2.83,2.46,
0,2.83,2.67,
0,2.83,2.67,
0,2.83,2.67,
0,2.83,2.67,
0,2.83,2.67,
0,2.83,2.67,
0,2.83,2.67,
0,2.83,2.67,
0,2.76,2.67,
0,2.76,2.67,
0,2.76,2.51,
0,2.76,2.51,
0,2.76,2.51,
0,2.76,2.51,
0,2.76,2.51,
0,2.76,2.51,
0,2.76,2.51,
0,2.76,2.51,
0,2.54,2.51,
0,2.54,2.51,
0,2.54,2.51,
0,2.54,2.2,
0,2.54,2.2,
0,2.54,2.2,
0,2.54,2.2,
0,2.54,2.2,
0,2.54,2.2,
0,2.74,2.2,
0,2.74,2.2,
0,2.74,2.2,
0,2.74,2.2,
0,2.74,2.42,
0,2.74,2.42,
0,2.74,2.42,
0,2.74,2.42,
0,2.74,2.42,
0,2.74,2.42,
0,2.4,2.42,
0,2.4,2.42,
0,2.4,2.42,
0,2.4,2.42,
0,2.4,2.42,
0,2.4,2.42,
0,2.4,2.42,
0,2.4,1.83,
0,2.4,1.83,
0,2.4,1.83,
0,2.36,1.83,
0,2.36,1.83,
0,2.36,1.83,
0,2.36,1.83,
0,2.36,1.83,
0,2.36,1.83,
0,2.36,1.83,
0,2.36,1.83,
0,2.36,1.83,
0,2.36,1.83,
0,2.41,1.83,
0,2.41,1.69,
0,2.41,1.69,
0,2.41,1.69,
0,2.41,1.69,
0,2.41,1.69,
0,2.41,1.69,
0,2.41,1.69,
0,2.41,1.69,
0,2.41,1.69,
0,2.41,1.69,
0,2.41,1.69,
0,2.41,1.69,
0,1.85,2.04,
0,1.85,2.04,
0,1.85,2.04,
0,1.85,2.04,
0,1.85,2.04,
0,1.85,2.04,
0,1.85,2.04,
0,1.85,2.04,
0,1.85,2.04,
0,1.85,2.04,
0,1.85,2.04,
0,2.21,2.04,
0,2.21,2.04,
0,2.21,2.04,
0,2.21,2.04,
0,2.21,2.04,
0,2.21,2.04,
0,2.21,1.41,
0,2.21,1.41,
0,2.21,1.41,
0,2.21,1.41,
0,2.21,1.41,
0,2.28,1.41,
0,2.28,1.41,
0,2.28,1.41,
0,2.28,1.41,
0,2.28,1.41,
0,2.28,1.41,
0,2.28,1.41,
0,2.28,1.41,
0,2.28,1.41,
0,2.28,1.8,
0,2.28,1.8,
0,2.28,1.8,
0,2.28,1.8,
0,1.82,1.8,
0,1.82,1.8,
0,1.82,1.8,
0,1.82,1.8,
0,1.82,1.8,
0,1.82,1.8,
0,1.82,1.8,
0,1.82,1.8,
0,1.82,1.8,
0,1.82,1.86,
0,1.82,1.86,
0,2.24,1.86,
0,2.24,1.86,
0,2.24,1.86,
0,2.24,1.86,
0,2.24,1.86,
0,2.24,1.86,
0,2.24,1.86,
0,2.24,1.86,
0,2.24,1.86,
0,2.24,1.86,
0,2.24,1.86,
0,2.24,1.86,
0,1.94,1.72,
0,1.94,1.72,
0,1.94,1.72,
0,1.94,1.72,
0,1.94,1.72,
0,1.94,1.72,
0,1.94,1.72,
0,1.94,1.72,
0,1.94,1.72,
0,1.94,1.72,
0,1.94,2.31,
0,1.94,2.31,
0,1.94,2.31,
0,1.91,2.31,
0,1.91,2.31,
0,1.91,2.31,
0,1.91,2.31,
0,1.91,2.31,
0,1.91,2.31,
0,1.91,2.31,
0,1.91,2.31,
0,1.91,2.31,
0,1.91,2.31,
0,2.38,1.85,
0,2.38,1.85,
0,2.38,1.85,
0,2.38,1.85,
0,2.38,1.85,
0,2.38,1.85,
0,2.38,1.85,
0,2.38,1.85,
0,2.38,1.85,
0,2.38,1.85,
0,2.38,1.85,
0,2.38,1.85,
0,2.38,1.85,
0,1.91,1.85,
0,1.91,1.85,
0,1.91,1.58,
0,1.91,1.58,
0,1.91,1.58,
0,1.91,1.58,
0,1.91,1.58,
0,1.91,1.58,
0,1.91,1.58,
0,1.91,1.58,
0,1.91,1.58,
0,2.07,1.58,
0,2.07,1.58,
0,2.07,1.58,
0,2.07,1.58,
0,2.07,1.58,
0,2.07,1.76,
0,2.07,1.76,
0,2.07,1.76,
0,2.07,1.76,
0,2.07,1.76,
0,2.07,1.76,
0,2.07,1.76,
0,2.07,1.76,
0,1.93,1.76,
0,1.93,1.76,
0,1.93,1.76,
0,1.93,1.76,
0,1.93,1.76,
0,1.93,1.76,
0,1.93,1.76,
0,1.93,1.76,
0,1.93,1.76,
0,1.93,1.76,
0,1.93,1.76,
0,1.93,1.76,
0,1.93,1.19,
0,1.93,1.19,
0,1.93,1.19,
0,1.93,1.19,
