Target,Right Motor,Left Motor,Time (ms)
50,50.2,50.59,3.348
50,50.21,50.55,3.349
50,50.22,50.52,3.35
50,50.17,50.58,3.351
50,50.12,50.62,3.352
50,50.12,50.57,3.353
50,50.13,50.55,3.354
50,50.11,50.55,3.355
50,50.13,50.51,3.356
50,50.16,50.49,3.357
50,50.12,50.57,3.358
50,50.07,50.63,3.359
50,50.07,50.62,3.36
50,50.07,50.62,3.361
50,50.06,50.6,3.362
50,50.08,50.55,3.363
50,50.1,50.52,3.364
50,50.06,50.58,3.365
50,50.06,50.58,3.366
50,50.11,50.53,3.367
50,50.11,50.54,3.368
50,50.09,50.53,3.369
50,50.1,50.48,3.37
50,50.12,50.45,3.371
50,50.12,50.44,3.372
50,50.13,50.38,3.373
50,50.17,50.34,3.374
50,50.17,50.38,3.375
50,50.16,50.41,3.376
50,50.18,50.37,3.377
50,50.21,50.35,3.378
50,50.19,50.35,3.379
50,50.2,50.31,3.38
50,50.23,50.29,3.381
50,50.19,50.37,3.382
50,50.14,50.42,3.383
50,50.16,50.41,3.384
50,50.19,50.42,3.385
50,50.18,50.41,3.386
50,50.21,50.37,3.387
0,50.25,50.34,3.388
0,50.13,50.39,3.389
0,49.81,50.27,3.39
0,49.27,49.8,3.391
0,48.51,49.13,3.392
0,47.48,48.35,3.393
0,46.35,47.35,3.394
0,45.16,46.11,3.395
0,43.81,44.82,3.396
0,42.33,43.5,3.397
0,40.83,42.17,3.398
0,39.21,40.79,3.399
0,37.48,39.32,3.4
0,35.78,37.91,3.401
0,34.07,36.48,3.402
0,32.35,35.04,3.403
0,30.62,33.69,3.404
0,29,32.37,3.405
0,27.49,31.04,3.406
0,25.92,29.75,3.407
0,24.43,28.47,3.408
0,23.04,27.23,3.409
0,21.6,26.11,3.41
0,20.25,25.07,3.411
0,18.96,24.03,3.412
0,17.73,23,3.413
0,16.68,22.06,3.414
0,15.65,21.14,3.415
0,14.65,20.18,3.416
0,13.79,19.28,3.417
0,12.94,18.42,3.418
0,12.09,17.6,3.419
0,11.36,16.82,3.42
0,10.74,16.08,3.421
0,10.11,15.38,3.422
0,9.48,14.71,3.423
0,8.94,14.08,3.424
0,8.48,13.46,3.425
0,8.09,12.93,3.426
0,7.67,12.43,3.427
0,7.24,11.94,3.428
0,6.87,11.52,3.429
0,6.55,11.12,3.43
0,6.28,10.72,3.431
0,6.05,10.38,3.432
0,5.77,10.03,3.433
0,5.45,9.66,3.434
0,5.18,9.35,3.435
0,4.95,9.05,3.436
0,4.76,8.75,3.437
0,4.59,8.5,3.438
0,4.44,8.28,3.439
0,4.32,8.05,3.44
0,4.18,7.79,3.441
0,4.02,7.57,3.442
0,3.88,7.39,3.443
0,3.76,7.18,3.444
0,3.66,6.96,3.445
0,3.57,6.77,3.446
0,3.5,6.61,3.447
0,3.44,6.47,3.448
0,3.38,6.31,3.449
0,3.34,6.12,3.45
0,3.25,5.97,3.451
0,3.13,5.83,3.452
0,3.03,5.72,3.453
0,2.94,5.62,3.454
0,2.86,5.48,3.455
0,2.8,5.3,3.456
0,2.74,5.14,3.457
0,2.69,5.01,3.458
0,2.65,4.9,3.459
0,2.62,4.8,3.46
0,2.58,4.69,3.461
0,2.55,4.57,3.462
0,2.52,4.47,3.463
0,2.5,4.38,3.464
0,2.48,4.31,3.465
0,2.46,4.24,3.466
0,2.44,4.19,3.467
0,2.43,4.1,3.468
0,2.42,3.99,3.469
0,2.44,3.9,3.47
0,2.48,3.82,3.471
0,2.51,3.75,3.472
0,2.55,3.7,3.473
0,2.57,3.65,3.474
0,2.59,3.6,3.475
0,2.61,3.53,3.476
0,2.63,3.42,3.477
0,2.64,3.33,3.478
0,2.65,3.25,3.479
0,2.64,3.19,3.48
0,2.63,3.13,3.481
0,2.62,3.08,3.482
0,2.62,3.04,3.483
0,2.61,3.01,3.484
0,2.61,2.98,3.485
0,2.61,2.97,3.486
0,2.6,2.96,3.487
0,2.63,2.95,3.488
0,2.67,2.94,3.489
0,2.71,2.93,3.49
0,2.74,2.93,3.491
0,2.77,2.92,3.492
0,2.79,2.92,3.493
0,2.81,2.9,3.494
0,2.83,2.86,3.495
0,2.85,2.82,3.496
0,2.87,2.79,3.497
0,2.88,2.77,3.498
0,2.89,2.75,3.499
0,2.9,2.73,3.5
0,2.91,2.72,3.501
0,2.92,2.7,3.502
0,2.93,2.7,3.503
0,2.92,2.71,3.504
0,2.91,2.72,3.505
0,2.9,2.73,3.506
0,2.89,2.73,3.507
0,2.88,2.74,3.508
0,2.87,2.74,3.509
0,2.86,2.75,3.51
0,2.86,2.76,3.511
0,2.87,2.77,3.512
0,2.9,2.79,3.513
0,2.93,2.8,3.514
0,2.96,2.81,3.515
0,2.98,2.81,3.516
0,2.99,2.82,3.517
0,3.01,2.83,3.518
0,3.02,2.83,3.519
0,3.02,2.82,3.52
0,3,2.79,3.521
0,2.98,2.76,3.522
0,2.97,2.74,3.523
0,2.95,2.72,3.524
0,2.94,2.71,3.525
0,2.93,2.69,3.526
0,2.93,2.68,3.527
0,2.92,2.69,3.528
0,2.91,2.72,3.529
0,2.9,2.75,3.53
0,2.89,2.77,3.531
0,2.89,2.79,3.532
0,2.88,2.81,3.533
0,2.87,2.82,3.534
0,2.87,2.83,3.535
0,2.87,2.84,3.536
0,2.87,2.85,3.537
0,2.89,2.84,3.538
0,2.91,2.84,3.539
0,2.92,2.84,3.54
0,2.93,2.83,3.541
0,2.94,2.83,3.542
0,2.95,2.83,3.543
0,2.95,2.83,3.544
0,2.96,2.83,3.545
0,2.94,2.81,3.546
0,2.9,2.78,3.547
0,2.87,2.75,3.548
0,2.84,2.73,3.549
0,2.82,2.71,3.55
0,2.8,2.69,3.551
0,2.78,2.68,3.552
0,2.76,2.67,3.553
0,2.76,2.68,3.554
0,2.78,2.7,3.555
0,2.8,2.73,3.556
0,2.81,2.75,3.557
0,2.82,2.77,3.558
0,2.83,2.78,3.559
0,2.84,2.79,3.56
0,2.84,2.8,3.561
0,2.84,2.81,3.562
0,2.83,2.82,3.563
0,2.83,2.81,3.564
0,2.82,2.78,3.565
0,2.82,2.75,3.566
0,2.81,2.73,3.567
0,2.81,2.71,3.568
0,2.81,2.69,3.569
0,2.8,2.68,3.57
0,2.8,2.66,3.571
0,2.78,2.65,3.572
0,2.74,2.64,3.573
0,2.7,2.62,3.574
0,2.68,2.6,3.575
0,2.65,2.59,3.576
0,2.63,2.57,3.577
0,2.61,2.56,3.578
0,2.6,2.55,3.579
0,2.58,2.55,3.58
0,2.59,2.54,3.581
0,2.61,2.53,3.582
0,2.62,2.52,3.583
0,2.64,2.51,3.584
0,2.65,2.5,3.585
0,2.66,2.49,3.586
0,2.67,2.48,3.587
0,2.68,2.47,3.588
0,2.68,2.46,3.589
0,2.69,2.46,3.59
0,2.67,2.45,3.591
0,2.62,2.45,3.592
0,2.58,2.44,3.593
0,2.54,2.44,3.594
0,2.52,2.44,3.595
0,2.49,2.4,3.596
0,2.47,2.33,3.597
0,2.45,2.28,3.598
0,2.44,2.23,3.599
0,2.42,2.19,3.6
0,2.41,2.15,3.601
0,2.4,2.12,3.602
0,2.38,2.1,3.603
0,2.36,2.07,3.604
0,2.35,2.05,3.605
0,2.34,2.04,3.606
0,2.33,2.04,3.607
0,2.32,2.06,3.608
0,2.32,2.08,3.609
0,2.31,2.09,3.61
0,2.3,2.1,3.611
0,2.31,2.11,3.612
0,2.31,2.12,3.613
0,2.32,2.13,3.614
0,2.32,2.14,3.615
0,2.32,2.14,3.616
0,2.33,2.15,3.617
0,2.33,2.15,3.618
0,2.33,2.15,3.619
0,2.33,2.13,3.62
0,2.33,2.09,3.621
0,2.34,2.05,3.622
0,2.34,2.02,3.623
0,2.34,1.99,3.624
0,2.34,1.96,3.625
0,2.3,1.94,3.626
0,2.21,1.93,3.627
0,2.14,1.91,3.628
0,2.08,1.9,3.629
0,2.03,1.89,3.63
0,1.99,1.88,3.631
0,1.95,1.87,3.632
0,1.92,1.86,3.633
0,1.89,1.86,3.634
0,1.87,1.85,3.635
0,1.85,1.82,3.636
0,1.83,1.77,3.637
0,1.84,1.73,3.638
0,1.85,1.69,3.639
0,1.87,1.66,3.64
0,1.88,1.63,3.641
0,1.89,1.61,3.642
0,1.9,1.59,3.643
0,1.9,1.57,3.644
0,1.91,1.56,3.645
0,1.91,1.55,3.646
0,1.92,1.59,3.647
0,1.92,1.68,3.648
0,1.95,1.76,3.649
0,1.99,1.82,3.65
0,2.02,1.88,3.651
0,2.05,1.92,3.652
0,2.08,1.96,3.653
0,2.1,2,3.654
0,2.12,2.03,3.655
0,2.13,2.05,3.656
0,2.14,2.08,3.657
0,2.16,2.08,3.658
0,2.17,2.08,3.659
0,2.16,2.08,3.66
0,2.15,2.08,3.661
0,2.14,2.07,3.662
0,2.13,2.07,3.663
0,2.13,2.07,3.664
0,2.12,2.07,3.665
0,2.12,2.07,3.666
0,2.11,2.07,3.667
0,2.11,2.07,3.668
0,2.11,2.07,3.669
0,2.1,2.06,3.67
0,2.11,2.05,3.671
0,2.13,2.02,3.672
0,2.14,2,3.673
0,2.15,1.98,3.674
0,2.16,1.97,3.675
0,2.17,1.95,3.676
0,2.18,1.94,3.677
0,2.18,1.93,3.678
0,2.19,1.92,3.679
0,2.19,1.92,3.68
0,2.2,1.91,3.681
0,2.2,1.91,3.682
0,2.2,1.9,3.683
0,2.2,1.9,3.684
0,2.21,1.88,3.685
0,2.21,1.85,3.686
0,2.16,1.83,3.687
0,2.07,1.81,3.688
0,1.99,1.8,3.689
0,1.93,1.78,3.69
0,1.87,1.77,3.691
0,1.83,1.76,3.692
0,1.79,1.75,3.693
0,1.75,1.74,3.694
0,1.72,1.74,3.695
0,1.7,1.73,3.696
0,1.68,1.73,3.697
0,1.66,1.72,3.698
0,1.64,1.72,3.699
0,1.63,1.72,3.7
0,1.62,1.71,3.701
0,1.61,1.71,3.702
0,1.6,1.71,3.703
0,1.59,1.68,3.704
0,1.57,1.62,3.705
0,1.53,1.56,3.706
0,1.5,1.52,3.707
0,1.47,1.48,3.708
0,1.45,1.45,3.709
0,1.43,1.42,3.71
0,1.42,1.4,3.711
0,1.4,1.38,3.712
0,1.39,1.36,3.713
0,1.38,1.35,3.714
0,1.37,1.34,3.715
0,1.41,1.33,3.716
0,1.5,1.36,3.717
0,1.58,1.42,3.718
0,1.64,1.48,3.719
0,1.7,1.53,3.72
0,1.75,1.57,3.721
0,1.79,1.6,3.722
0,1.82,1.63,3.723
0,1.85,1.66,3.724
0,1.87,1.68,3.725
0,1.9,1.7,3.726
0,1.91,1.72,3.727
0,1.93,1.73,3.728
0,1.94,1.74,3.729
0,1.95,1.75,3.73
0,1.94,1.75,3.731
0,1.91,1.75,3.732
0,1.88,1.75,3.733
0,1.85,1.75,3.734
0,1.83,1.74,3.735
0,1.81,1.74,3.736
0,1.8,1.74,3.737
0,1.78,1.74,3.738
0,1.77,1.74,3.739
0,1.76,1.74,3.74
0,1.75,1.74,3.741
0,1.77,1.74,3.742
0,1.82,1.74,3.743
0,1.86,1.74,3.744
0,1.9,1.74,3.745
0,1.93,1.74,3.746
0,1.95,1.72,3.747
0,1.98,1.69,3.748
0,1.99,1.67,3.749
0,2.01,1.65,3.75
0,2.02,1.64,3.751
0,2.04,1.62,3.752
0,2.05,1.61,3.753
0,2.08,1.6,3.754
0,2.1,1.59,3.755
0,2.12,1.58,3.756
0,2.14,1.58,3.757
0,2.15,1.57,3.758
0,2.16,1.6,3.759
0,2.17,1.66,3.76
0,2.18,1.72,3.761
0,2.19,1.76,3.762
0,2.19,1.8,3.763
0,2.2,1.83,3.764
0,2.2,1.86,3.765
0,2.21,1.88,3.766
0,2.17,1.91,3.767
0,2.09,1.92,3.768
0,2.02,1.94,3.769
0,1.96,1.95,3.77
0,1.91,1.96,3.771
0,1.87,1.97,3.772
0,1.84,1.95,3.773
0,1.81,1.91,3.774
0,1.78,1.87,3.775
0,1.76,1.84,3.776
0,1.74,1.81,3.777
0,1.72,1.78,3.778
0,1.71,1.76,3.779
0,1.7,1.75,3.78
0,1.7,1.73,3.781
0,1.71,1.72,3.782
0,1.72,1.71,3.783
0,1.73,1.7,3.784
0,1.74,1.69,3.785
0,1.74,1.68,3.786
0,1.75,1.68,3.787
0,1.75,1.67,3.788
0,1.76,1.65,3.789
0,1.76,1.64,3.79
0,1.76,1.63,3.791
0,1.77,1.62,3.792
0,1.77,1.61,3.793
0,1.77,1.6,3.794
0,1.77,1.6,3.795
0,1.77,1.59,3.796
0,1.77,1.59,3.797
0,1.75,1.59,3.798
0,1.7,1.58,3.799
0,1.66,1.58,3.8
0,1.62,1.58,3.801
0,1.59,1.58,3.802
0,1.57,1.57,3.803
0,1.55,1.57,3.804
0,1.53,1.56,3.805
0,1.51,1.55,3.806
0,1.5,1.55,3.807
0,1.49,1.54,3.808
0,1.48,1.54,3.809
0,1.47,1.53,3.81
0,1.46,1.53,3.811
0,1.45,1.53,3.812
0,1.45,1.52,3.813
0,1.45,1.52,3.814
0,1.45,1.52,3.815
0,1.45,1.52,3.816
0,1.45,1.52,3.817
0,1.45,1.51,3.818
0,1.45,1.51,3.819
0,1.45,1.51,3.82
0,1.45,1.51,3.821
0,1.45,1.51,3.822
0,1.45,1.51,3.823
0,1.45,1.51,3.824
0,1.45,1.51,3.825
0,1.45,1.51,3.826
0,1.48,1.51,3.827
0,1.54,1.51,3.828
0,1.59,1.51,3.829
0,1.63,1.51,3.83
0,1.67,1.51,3.831
0,1.7,1.51,3.832
0,1.73,1.51,3.833
0,1.75,1.51,3.834
0,1.77,1.51,3.835
0,1.79,1.51,3.836
0,1.8,1.51,3.837
0,1.81,1.51,3.838
0,1.82,1.51,3.839
0,1.83,1.51,3.84
0,1.84,1.51,3.841
0,1.85,1.51,3.842
0,1.85,1.51,3.843
0,1.82,1.51,3.844
0,1.75,1.51,3.845
0,1.7,1.51,3.846
0,1.65,1.51,3.847
0,1.61,1.51,3.848
0,1.57,1.51,3.849
0,1.54,1.51,3.85
0,1.52,1.51,3.851
0,1.5,1.51,3.852
0,1.48,1.51,3.853
0,1.46,1.51,3.854
0,1.45,1.51,3.855
0,1.44,1.51,3.856
0,1.43,1.51,3.857
0,1.44,1.51,3.858
0,1.48,1.51,3.859
0,1.51,1.51,3.86
0,1.54,1.51,3.861
0,1.56,1.51,3.862
0,1.58,1.51,3.863
0,1.59,1.51,3.864
0,1.61,1.51,3.865
0,1.62,1.51,3.866
0,1.63,1.51,3.867
0,1.64,1.51,3.868
0,1.65,1.51,3.869
0,1.65,1.51,3.87
0,1.66,1.51,3.871
0,1.66,1.51,3.872
0,1.67,1.51,3.873
0,1.68,1.51,3.874
0,1.68,1.51,3.875
0,1.69,1.51,3.876
0,1.69,1.51,3.877
0,1.69,1.51,3.878
0,1.7,1.51,3.879
0,1.7,1.51,3.88
0,1.7,1.51,3.881
0,1.7,1.51,3.882
0,1.7,1.51,3.883
0,1.7,1.51,3.884
0,1.71,1.51,3.885
0,1.71,1.51,3.886
0,1.71,1.51,3.887
0,1.71,1.51,3.888
0,1.71,1.51,3.889
0,1.68,1.51,3.89
0,1.63,1.51,3.891
0,1.58,1.51,3.892
0,1.55,1.51,3.893
0,1.51,1.51,3.894
0,1.49,1.51,3.895
0,1.46,1.51,3.896
0,1.44,1.51,3.897
0,1.43,1.51,3.898
0,1.41,1.51,3.899
0,1.4,1.51,3.9
0,1.39,1.51,3.901
0,1.38,1.51,3.902
0,1.37,1.51,3.903
0,1.36,1.51,3.904
0,1.38,1.51,3.905
0,1.43,1.51,3.906
0,1.46,1.51,3.907
0,1.49,1.51,3.908
0,1.52,1.51,3.909
0,1.54,1.51,3.91
0,1.56,1.51,3.911
0,1.57,1.51,3.912
0,1.59,1.51,3.913
0,1.6,1.51,3.914
0,1.61,1.51,3.915
0,1.62,1.51,3.916
0,1.63,1.51,3.917
0,1.63,1.51,3.918
0,1.64,1.51,3.919
0,1.64,1.51,3.92
0,1.65,1.51,3.921
0,1.65,1.51,3.922
0,1.65,1.51,3.923
0,1.65,1.51,3.924
0,1.66,1.51,3.925
0,1.66,1.51,3.926
0,1.66,1.51,3.927
0,1.66,1.51,3.928
0,1.66,1.51,3.929
0,1.66,1.51,3.93
0,1.66,1.51,3.931
0,1.66,1.51,3.932
0,1.66,1.51,3.933
0,1.67,1.51,3.934
0,1.67,1.51,3.935
0,1.67,1.51,3.936
0,1.67,1.51,3.937
0,1.6,1.51,3.938
0,1.47,1.51,3.939
0,1.36,1.51,3.94
0,1.27,1.51,3.941
0,1.19,1.51,3.942
0,1.12,1.51,3.943
0,1.06,1.51,3.944
0,1.01,1.51,3.945
0,0.97,1.51,3.946
0,0.93,1.51,3.947
0,0.9,1.51,3.948
0,0.87,1.51,3.949
0,0.85,1.51,3.95
0,0.83,1.51,3.951
0,0.82,1.51,3.952
0,0.8,1.51,3.953
0,0.79,1.51,3.954
0,0.78,1.51,3.955
0,0.77,1.51,3.956
0,0.76,1.51,3.957
0,0.76,1.51,3.958
0,0.75,1.51,3.959
0,0.75,1.51,3.96
0,0.74,1.51,3.961
0,0.74,1.51,3.962
0,0.74,1.51,3.963
0,0.73,1.51,3.964
0,0.73,1.51,3.965
0,0.73,1.51,3.966
0,0.73,1.51,3.967
0,0.73,1.51,3.968
0,0.73,1.51,3.969
0,0.72,1.51,3.97
0,0.72,1.51,3.971
0,0.72,1.51,3.972
0,0.72,1.51,3.973
0,0.72,1.51,3.974
0,0.72,1.51,3.975
0,0.72,1.51,3.976
0,0.72,1.51,3.977
0,0.72,1.51,3.978
0,0.72,1.51,3.979
0,0.72,1.51,3.98
0,0.72,1.51,3.981
0,0.72,1.51,3.982
0,0.72,1.51,3.983
0,0.72,1.51,3.984
0,0.72,1.51,3.985
0,0.72,1.51,3.986
0,0.72,1.51,3.987
0,0.72,1.51,3.988
0,0.72,1.51,3.989
0,0.72,1.51,3.99
0,0.72,1.51,3.991
0,0.72,1.51,3.992
0,0.72,1.51,3.993
0,0.72,1.51,3.994
0,0.72,1.51,3.995
0,0.72,1.51,3.996
0,0.72,1.51,3.997
0,0.72,1.51,3.998
0,0.72,1.51,3.999
0,0.72,1.51,4
0,0.72,1.51,4.001
0,0.72,1.51,4.002
0,0.72,1.51,4.003
0,0.72,1.51,4.004
0,0.72,1.51,4.005
0,0.72,1.51,4.006
0,0.72,1.51,4.007
0,0.72,1.51,4.008
0,0.72,1.51,4.009
0,0.72,1.51,4.01
0,0.72,1.51,4.011
0,0.72,1.51,4.012
0,0.72,1.51,4.013
0,0.72,1.51,4.014
0,0.72,1.51,4.015
0,0.72,1.51,4.016
0,0.72,1.51,4.017
0,0.72,1.51,4.018
0,0.72,1.51,4.019
0,0.72,1.51,4.02
0,0.72,1.51,4.021
0,0.72,1.51,4.022
0,0.72,1.51,4.023
0,0.72,1.51,4.024
0,0.72,1.51,4.025
0,0.72,1.51,4.026
0,0.72,1.51,4.027
0,0.72,1.51,4.028
0,0.72,1.51,4.029
0,0.72,1.51,4.03
0,0.72,1.51,4.031
0,0.72,1.51,4.032
0,0.72,1.51,4.033
0,0.72,1.51,4.034
0,0.72,1.51,4.035
0,0.72,1.51,4.036
0,0.72,1.51,4.037
0,0.72,1.51,4.038
0,0.72,1.51,4.039
0,0.72,1.51,4.04
0,0.72,1.51,4.041
0,0.72,1.51,4.042
0,0.72,1.51,4.043
0,0.72,1.51,4.044
0,0.72,1.51,4.045
0,0.72,1.51,4.046
0,0.72,1.51,4.047
0,0.72,1.51,4.048
0,0.72,1.51,4.049
0,0.72,1.51,4.05
0,0.72,1.51,4.051
0,0.72,1.51,4.052
0,0.72,1.51,4.053
0,0.72,1.51,4.054
0,0.72,1.51,4.055
0,0.72,1.51,4.056
0,0.72,1.51,4.057
0,0.72,1.51,4.058
0,0.72,1.51,4.059
0,0.72,1.51,4.06
0,0.72,1.51,4.061
0,0.72,1.51,4.062
0,0.72,1.51,4.063
0,0.72,1.51,4.064
0,0.72,1.51,4.065
0,0.72,1.51,4.066
0,0.72,1.51,4.067
0,0.72,1.51,4.068
0,0.72,1.51,4.069
0,0.72,1.51,4.07
0,0.72,1.51,4.071
0,0.72,1.51,4.072
0,0.72,1.51,4.073
0,0.72,1.51,4.074
0,0.72,1.51,4.075
0,0.72,1.51,4.076
0,0.72,1.51,4.077
0,0.72,1.51,4.078
0,0.72,1.51,4.079
0,0.72,1.51,4.08
0,0.72,1.51,4.081
0,0.72,1.51,4.082
0,0.72,1.51,4.083
0,0.72,1.51,4.084
0,0.72,1.51,4.085
0,0.72,1.51,4.086
0,0.72,1.51,4.087
0,0.72,1.51,4.088
0,0.72,1.51,4.089
0,0.72,1.51,4.09
0,0.72,1.51,4.091
0,0.72,1.51,4.092
0,0.72,1.51,4.093
0,0.72,1.51,4.094
0,0.72,1.51,4.095
0,0.72,1.51,4.096
0,0.72,1.51,4.097
0,0.72,1.51,4.098
0,0.72,1.51,4.099
0,0.72,1.51,4.1
0,0.72,1.51,4.101
0,0.72,1.51,4.102
0,0.72,1.51,4.103
0,0.72,1.51,4.104
0,0.68,1.51,4.105
0,0.6,1.51,4.106
0,0.53,1.51,4.107
0,0.48,1.51,4.108
0,0.43,1.51,4.109
0,0.39,1.51,4.11
0,0.35,1.51,4.111
0,0.32,1.51,4.112
0,0.29,1.51,4.113
0,0.27,1.51,4.114
0,0.25,1.51,4.115
0,0.24,1.51,4.116
0,0.36,1.51,4.117
0,0.59,1.51,4.118
0,0.78,1.51,4.119
0,0.95,1.51,4.12
0,1.09,1.51,4.121
0,1.22,1.51,4.122
0,1.32,1.51,4.123
0,1.41,1.51,4.124
0,1.49,1.51,4.125
0,1.55,1.51,4.126
0,1.61,1.51,4.127
0,1.66,1.51,4.128
0,1.7,1.51,4.129
0,1.73,1.51,4.13
0,1.74,1.51,4.131
0,1.73,1.51,4.132
0,1.73,1.51,4.133
0,1.72,1.51,4.134
0,1.71,1.51,4.135
0,1.71,1.51,4.136
0,1.71,1.51,4.137
0,1.7,1.51,4.138
0,1.7,1.51,4.139
0,1.7,1.51,4.14
0,1.69,1.51,4.141
0,1.69,1.51,4.142
0,1.69,1.51,4.143
0,1.7,1.51,4.144
0,1.72,1.51,4.145
0,1.74,1.51,4.146
0,1.76,1.51,4.147
0,1.77,1.51,4.148
0,1.78,1.51,4.149
0,1.79,1.51,4.15
0,1.8,1.51,4.151
0,1.81,1.51,4.152
0,1.82,1.51,4.153
0,1.82,1.51,4.154
0,1.83,1.51,4.155
0,1.83,1.51,4.156
0,1.83,1.51,4.157
0,1.84,1.51,4.158
0,1.84,1.51,4.159
0,1.82,1.51,4.16
0,1.78,1.51,4.161
0,1.74,1.51,4.162
0,1.71,1.51,4.163
0,1.69,1.51,4.164
0,1.66,1.51,4.165
0,1.65,1.51,4.166
0,1.63,1.51,4.167
0,1.62,1.51,4.168
0,1.6,1.51,4.169
0,1.59,1.51,4.17
0,1.59,1.51,4.171
0,1.58,1.51,4.172
0,1.57,1.51,4.173
0,1.57,1.51,4.174
0,1.56,1.51,4.175
0,1.56,1.51,4.176
0,1.56,1.51,4.177
0,1.55,1.51,4.178
0,1.55,1.51,4.179
0,1.55,1.51,4.18
0,1.55,1.51,4.181
0,1.55,1.51,4.182
0,1.54,1.51,4.183
0,1.54,1.51,4.184
0,1.54,1.51,4.185
0,1.54,1.51,4.186
0,1.54,1.51,4.187
0,1.54,1.51,4.188
0,1.54,1.51,4.189
0,1.54,1.51,4.19
0,1.54,1.51,4.191
0,1.54,1.51,4.192
0,1.54,1.51,4.193
0,1.54,1.51,4.194
0,1.54,1.51,4.195
0,1.54,1.51,4.196
0,1.54,1.51,4.197
0,1.54,1.51,4.198
0,1.54,1.51,4.199
0,1.54,1.51,4.2
0,1.54,1.51,4.201
0,1.54,1.51,4.202
0,1.54,1.51,4.203
0,1.54,1.51,4.204
0,1.54,1.51,4.205
0,1.54,1.51,4.206
0,1.54,1.51,4.207
0,1.54,1.51,4.208
0,1.54,1.51,4.209
0,1.54,1.51,4.21
0,1.54,1.51,4.211
0,1.54,1.51,4.212
0,1.54,1.51,4.213
0,1.54,1.51,4.214
0,1.54,1.51,4.215
0,1.54,1.51,4.216
0,1.54,1.51,4.217
0,1.54,1.51,4.218
0,1.54,1.51,4.219
0,1.54,1.51,4.22
0,1.54,1.51,4.221
0,1.54,1.51,4.222
0,1.54,1.51,4.223
0,1.54,1.51,4.224
0,1.54,1.51,4.225
0,1.54,1.51,4.226
0,1.54,1.51,4.227
0,1.54,1.51,4.228
0,1.54,1.51,4.229
0,1.54,1.51,4.23
0,1.54,1.51,4.231
0,1.54,1.51,4.232
0,1.54,1.51,4.233
0,1.54,1.51,4.234
0,1.54,1.51,4.235
0,1.54,1.51,4.236
0,1.54,1.51,4.237
0,1.54,1.51,4.238
0,1.54,1.51,4.239
0,1.54,1.51,4.24
0,1.54,1.51,4.241
0,1.54,1.51,4.242
0,1.54,1.51,4.243
0,1.54,1.51,4.244
0,1.54,1.51,4.245
0,1.54,1.51,4.246
0,1.54,1.51,4.247
0,1.54,1.51,4.248
0,1.54,1.51,4.249
0,1.54,1.51,4.25
0,1.54,1.51,4.251
0,1.54,1.51,4.252
0,1.54,1.51,4.253
0,1.54,1.51,4.254
0,1.54,1.51,4.255
0,1.54,1.51,4.256
0,1.54,1.51,4.257
0,1.54,1.51,4.258
0,1.54,1.51,4.259
0,1.54,1.51,4.26
0,1.54,1.51,4.261
0,1.54,1.51,4.262
0,1.54,1.51,4.263
0,1.54,1.51,4.264
0,1.54,1.51,4.265
0,1.54,1.51,4.266
0,1.54,1.51,4.267
0,1.54,1.51,4.268
0,1.54,1.51,4.269
0,1.54,1.51,4.27
0,1.54,1.51,4.271
0,1.54,1.51,4.272
0,1.54,1.51,4.273
0,1.54,1.51,4.274
0,1.54,1.51,4.275
0,1.54,1.51,4.276
0,1.54,1.51,4.277
0,1.54,1.51,4.278
0,1.54,1.51,4.279
0,1.54,1.51,4.28
0,1.54,1.51,4.281
0,1.54,1.51,4.282
0,1.54,1.51,4.283
0,1.54,1.51,4.284
0,1.54,1.51,4.285
0,1.54,1.51,4.286
0,1.54,1.51,4.287
0,1.54,1.51,4.288
0,1.54,1.51,4.289
0,1.54,1.51,4.29
0,1.54,1.51,4.291
0,1.54,1.51,4.292
0,1.54,1.51,4.293
0,1.54,1.51,4.294
0,1.54,1.51,4.295
0,1.54,1.51,4.296
0,1.54,1.51,4.297
0,1.54,1.51,4.298
0,1.54,1.51,4.299
0,1.54,1.51,4.3
0,1.54,1.51,4.301
0,1.54,1.51,4.302
0,1.54,1.51,4.303
0,1.54,1.51,4.304
0,1.54,1.51,4.305
0,1.54,1.51,4.306
0,1.54,1.51,4.307
0,1.54,1.51,4.308
0,1.54,1.51,4.309
0,1.54,1.51,4.31
0,1.54,1.51,4.311
0,1.54,1.51,4.312
0,1.54,1.51,4.313
0,1.54,1.51,4.314
0,1.54,1.51,4.315
0,1.54,1.51,4.316
0,1.54,1.51,4.317
0,1.54,1.51,4.318
0,1.54,1.51,4.319
0,1.54,1.51,4.32
0,1.54,1.51,4.321
0,1.54,1.51,4.322
0,1.54,1.51,4.323
0,1.54,1.51,4.324
0,1.54,1.51,4.325
0,1.54,1.51,4.326
0,1.54,1.51,4.327
0,1.54,1.51,4.328
0,1.54,1.51,4.329
0,1.54,1.51,4.33
0,1.54,1.51,4.331
0,1.54,1.51,4.332
0,1.54,1.51,4.333
0,1.54,1.51,4.334
0,1.54,1.51,4.335
0,1.54,1.51,4.336
0,1.54,1.51,4.337
0,1.54,1.51,4.338
0,1.54,1.51,4.339
0,1.54,1.51,4.34
0,1.54,1.51,4.341
0,1.54,1.51,4.342
0,1.54,1.51,4.343
0,1.54,1.51,4.344
0,1.54,1.51,4.345
0,1.54,1.51,4.346
